ref,title,size,lastUpdated,downloadCount,voteCount,viewCount,ownerName,url,fetch_date
laveshjadon/ai-impact-on-students,Impact of Ai on Students,1.1 MB,2026-05-10T23:12:10.000Z,4585,108,18250,Nagi sisiro,https://www.kaggle.com/datasets/laveshjadon/ai-impact-on-students,2026-05-31T01:19:31.316914
muhammadwaqas023/ai-impact-in-future-on-jobs-market-in-2030,Ai Impact in future on jobs market in 2030,105.8 KB,2026-05-24T15:12:54.047Z,1069,27,4203,Muhammad Waqas,https://www.kaggle.com/datasets/muhammadwaqas023/ai-impact-in-future-on-jobs-market-in-2030,2026-05-31T01:19:31.316966
algozee/teenager-menthal-healy,Social Media Impact on Teen Mental Health,15.8 KB,2026-04-05T08:04:21.823Z,36176,755,137305,Muhammad Shahzad,https://www.kaggle.com/datasets/algozee/teenager-menthal-healy,2026-05-31T01:19:31.317003
abbas829/global-superstore-sales-dataset,Global Superstore Sales Dataset,2.7 MB,2026-05-23T00:41:54.000Z,618,23,2296,Tassawar Abbas,https://www.kaggle.com/datasets/abbas829/global-superstore-sales-dataset,2026-05-31T01:19:31.317030
shyamnadhs/heart-disease-prediction-dataset,Heart disease prediction dataset,16.1 KB,2026-05-27T17:08:10.000Z,651,24,2530,Shyam Nadh S,https://www.kaggle.com/datasets/shyamnadhs/heart-disease-prediction-dataset,2026-05-31T01:19:31.317069
shambhurajejagadale/student-placement-and-career-success-dataset-2026,Student Placement & Career Success Dataset 2026,1.3 MB,2026-05-27T10:25:16.853Z,495,23,2151,Shambhuraje Jagadale,https://www.kaggle.com/datasets/shambhurajejagadale/student-placement-and-career-success-dataset-2026,2026-05-31T01:19:31.317104
emirhanakku/e-commerce-order-risk-classification-dataset,E-Commerce Order Risk Classification Dataset,351.9 KB,2026-05-26T02:56:16.513Z,784,29,2925,Emirhan Akkuş,https://www.kaggle.com/datasets/emirhanakku/e-commerce-order-risk-classification-dataset,2026-05-31T01:19:31.317125
shambhurajejagadale/student-performance-prediction-dataset,Student Performance Prediction Dataset,82.3 KB,2026-05-09T15:49:58.877Z,3333,82,12969,Shambhuraje Jagadale,https://www.kaggle.com/datasets/shambhurajejagadale/student-performance-prediction-dataset,2026-05-31T01:19:31.317164
sanyamdhadiwal2302/netflix-data,Netflix Data,1.7 MB,2026-05-22T18:10:36.000Z,1350,36,5125,Sanyam Dhadiwal,https://www.kaggle.com/datasets/sanyamdhadiwal2302/netflix-data,2026-05-31T01:19:31.317199
noopurbhatt/retail-store-sales-forecasting-dataset,Retail Store Sales Forecasting Dataset,2.7 MB,2026-05-16T18:20:47.867Z,987,28,3176,Noopur Bhatt,https://www.kaggle.com/datasets/noopurbhatt/retail-store-sales-forecasting-dataset,2026-05-31T01:19:31.317238
amith1707/covid-epidemic-dataset,Covid Epidemic Dataset,108.6 MB,2026-05-22T17:15:56.943Z,553,26,2574,AMITH NAIR,https://www.kaggle.com/datasets/amith1707/covid-epidemic-dataset,2026-05-31T01:19:31.317264
tuckerarrants/bc2026-distilled-sed-public,BC2026-Distilled-SED-Public,86.8 MB,2026-04-25T00:56:55.813Z,1034,18,1924,Tucker Arrants,https://www.kaggle.com/datasets/tuckerarrants/bc2026-distilled-sed-public,2026-05-31T01:19:31.317285
aryanmdev/world-gym-and-fitness-trends-20002026,World Gym & Fitness Trends (2000–2026),1.9 MB,2026-05-23T10:20:58.000Z,662,32,2870,Aryan Mishra,https://www.kaggle.com/datasets/aryanmdev/world-gym-and-fitness-trends-20002026,2026-05-31T01:19:31.317323
sohaibdevv/hiit-vs-hypertrophy-gains-dataset,HIIT vs Hypertrophy Workout Gains Dataset,3.9 KB,2026-05-23T19:33:05.000Z,416,22,1974,Sohaib Malik,https://www.kaggle.com/datasets/sohaibdevv/hiit-vs-hypertrophy-gains-dataset,2026-05-31T01:19:31.317357
jaspreetsingh9652/delhi-air-quality-time-series-data-2025-to-2026-05,Delhi Air Quality Time Series Data 2025 to 2026-05,9.0 MB,2026-05-26T13:48:43.000Z,286,23,1327,JASPREET SINGH,https://www.kaggle.com/datasets/jaspreetsingh9652/delhi-air-quality-time-series-data-2025-to-2026-05,2026-05-31T01:19:31.317395
jawadaahmed/iphone-sales-analytics-dataset,iPhone Sales Analytics Dataset,1.9 KB,2026-05-10T03:15:02.000Z,2817,43,8906,jawad Ahmad,https://www.kaggle.com/datasets/jawadaahmed/iphone-sales-analytics-dataset,2026-05-31T01:19:31.317417
rauffauzanrambe/fifa-world-cup-2026-prediction-system,🏆 FIFA World Cup 2026 Prediction System,53.9 KB,2026-05-08T22:52:37.000Z,884,32,4963,Ra'uf Fauzan Rambe,https://www.kaggle.com/datasets/rauffauzanrambe/fifa-world-cup-2026-prediction-system,2026-05-31T01:19:31.317457
zynicide/wine-reviews,Wine Reviews,50.9 MB,2017-11-27T17:08:04.000Z,354114,3870,1489330,zackthoutt,https://www.kaggle.com/datasets/zynicide/wine-reviews,2026-05-31T01:19:31.317478
aiexplorer77/gaming-vs-academic-performance,Gaming vs Academic Performance,222.9 KB,2026-04-26T07:04:19.367Z,4457,70,17733,Asper,https://www.kaggle.com/datasets/aiexplorer77/gaming-vs-academic-performance,2026-05-31T01:19:31.317512
newnguyn/steam-game-clean,Steam_Game_MetaData,45.6 MB,2026-05-25T10:09:31.000Z,259,35,1324,New Nguyễn,https://www.kaggle.com/datasets/newnguyn/steam-game-clean,2026-05-31T01:19:31.317548
