ref,title,size,lastUpdated,downloadCount,voteCount,viewCount,ownerName,url,fetch_date
dreaddevelopment/raptor-knee-widedense,Knee MRI model weights: twelve findings,518.2 MB,2026-08-23T04:12:20.703Z,586,34,2222,Dread Development,https://www.kaggle.com/datasets/dreaddevelopment/raptor-knee-widedense,2026-09-02T04:12:36.481817
debayank2024/netflix-movies-and-series,Netflix Movies and Series,1.3 MB,2026-07-27T09:40:46.527Z,9955,246,36227,Debayan Bandyopadhyay,https://www.kaggle.com/datasets/debayank2024/netflix-movies-and-series,2026-09-02T04:12:36.481857
datascikhan/e-commerce-sales-and-customer-analytics,🛒 E-Commerce Sales Analytics Dataset,28.4 MB,2026-08-25T08:00:46.013Z,1753,46,5294,Shair Khan,https://www.kaggle.com/datasets/datascikhan/e-commerce-sales-and-customer-analytics,2026-09-02T04:12:36.481888
dreaddevelopment/raptor-knee-maxspan,Knee MRI - Max-Span Dense Corpus,259.1 MB,2026-08-22T20:14:47.093Z,374,12,817,Dread Development,https://www.kaggle.com/datasets/dreaddevelopment/raptor-knee-maxspan,2026-09-02T04:12:36.481946
stevenleehans/rsna-knee-llm-report-labels,RSNA Knee LLM Report Labels,416.0 KB,2026-08-09T06:16:43.867Z,2610,38,3001,stevenleehans,https://www.kaggle.com/datasets/stevenleehans/rsna-knee-llm-report-labels,2026-09-02T04:12:36.481970
harshadapatil31/student-performance-and-study-habits-dataset,Student Performance & Study Habits Dataset,14.7 KB,2026-07-06T06:28:52.743Z,17435,332,56130,Harshada Patil,https://www.kaggle.com/datasets/harshadapatil31/student-performance-and-study-habits-dataset,2026-09-02T04:12:36.482001
debayank2024/house-price-prediction,House Price Prediction,145.3 KB,2026-07-31T17:01:46.000Z,4041,84,14088,Debayan Bandyopadhyay,https://www.kaggle.com/datasets/debayank2024/house-price-prediction,2026-09-02T04:12:36.482030
mansiaggarwal88/diabetes-risk-prediction,Diabetes Risk Prediction,322.9 KB,2026-08-13T15:38:56.197Z,1534,32,4921,Mansi Aggarwal,https://www.kaggle.com/datasets/mansiaggarwal88/diabetes-risk-prediction,2026-09-02T04:12:36.482060
erfan4524/e-commerce-sales-data-analysis-and-eda,E-Commerce Sales Data Analysis & EDA,2.1 MB,2026-08-28T15:12:17.000Z,1071,24,3250,Mohammad erfan Abbasnehzad,https://www.kaggle.com/datasets/erfan4524/e-commerce-sales-data-analysis-and-eda,2026-09-02T04:12:36.482089
razanihababdellatif/food-delivery-orders-and-eta-logistics-dataset,Food Delivery Orders & ETA Logistics Dataset,2.6 MB,2026-08-15T12:33:55.067Z,1505,42,5677,Razan Ihab,https://www.kaggle.com/datasets/razanihababdellatif/food-delivery-orders-and-eta-logistics-dataset,2026-09-02T04:12:36.482119
srisyra02/diabetes-risk-prediction-dataset,Diabetes Risk Prediction Dataset,2.9 MB,2026-08-19T11:02:49.983Z,855,25,3070,Srimathy Sivanessan,https://www.kaggle.com/datasets/srisyra02/diabetes-risk-prediction-dataset,2026-09-02T04:12:36.482149
georgymamarin/kaggriculture-episodes,Kaggriculture Episodes,N/A,2026-09-02T03:59:25.593Z,14528,58,2571,Georgy Mamarin,https://www.kaggle.com/datasets/georgymamarin/kaggriculture-episodes,2026-09-02T04:12:36.482178
datasnaek/youtube-new,Trending YouTube Video Statistics,200.8 MB,2019-06-03T00:56:47.177Z,317944,5994,2213475,Mitchell J,https://www.kaggle.com/datasets/datasnaek/youtube-new,2026-09-02T04:12:36.482208
yogeshm01/spotify-artist-streaming-analytics-20152025,Spotify Artist Streaming Analytics (2015–2025),6.8 MB,2026-08-11T14:38:51.783Z,1288,28,5004,Yogesh Mishra,https://www.kaggle.com/datasets/yogeshm01/spotify-artist-streaming-analytics-20152025,2026-09-02T04:12:36.482238
jatinkhandelwal112/indian-e-commerce-sales-analytics-dataset,Indian E-Commerce Sales Analytics Dataset,10.5 MB,2026-08-05T12:05:25.157Z,3225,61,8955,Jatin khandelwal112,https://www.kaggle.com/datasets/jatinkhandelwal112/indian-e-commerce-sales-analytics-dataset,2026-09-02T04:12:36.482266
dansbecker/powerlifting-database,powerlifting-database,8.8 MB,2019-04-30T21:07:41.000Z,34691,435,152832,DanB,https://www.kaggle.com/datasets/dansbecker/powerlifting-database,2026-09-02T04:12:36.482284
datasnaek/chess,Chess Game Dataset (Lichess),2.8 MB,2017-09-04T03:09:09.453Z,73725,1508,502397,Mitchell J,https://www.kaggle.com/datasets/datasnaek/chess,2026-09-02T04:12:36.482308
jpmiller/publicassistance,US Public Food Assistance 1 - WIC,296.9 KB,2023-04-17T20:01:05.000Z,34803,524,153729,JohnM,https://www.kaggle.com/datasets/jpmiller/publicassistance,2026-09-02T04:12:36.482327
srisyra02/e-commerce-sales-performance-analysis,E-Commerce Sales Performance Analysis,108.3 KB,2026-08-06T04:17:51.643Z,2384,35,7773,Srimathy Sivanessan,https://www.kaggle.com/datasets/srisyra02/e-commerce-sales-performance-analysis,2026-09-02T04:12:36.482353
zynicide/wine-reviews,Wine Reviews,50.9 MB,2017-11-27T17:08:04.000Z,365060,3902,1503339,zackthoutt,https://www.kaggle.com/datasets/zynicide/wine-reviews,2026-09-02T04:12:36.482368
