ref,title,size,lastUpdated,downloadCount,voteCount,viewCount,ownerName,url,fetch_date
laveshjadon/ai-impact-on-students,Impact of Ai on Students,1.1 MB,2026-05-10T23:12:10.000Z,14745,345,57463,Nagi sisiro,https://www.kaggle.com/datasets/laveshjadon/ai-impact-on-students,2026-06-22T05:20:29.522472
rauffauzanrambe/fifa-world-cup-2026-player-performance-dataset,FIFA World Cup 2026 Player Performance Dataset,4.0 MB,2026-06-10T12:58:47.093Z,2085,48,8088,Ra'uf Fauzan Rambe,https://www.kaggle.com/datasets/rauffauzanrambe/fifa-world-cup-2026-player-performance-dataset,2026-06-22T05:20:29.522525
sharmajicoder/used-car-price-prediction-dataset,Used Car Price Prediction Dataset,49.3 MB,2026-06-13T17:05:48.793Z,1517,32,4795,Stable Space,https://www.kaggle.com/datasets/sharmajicoder/used-car-price-prediction-dataset,2026-06-22T05:20:29.522566
sergionefedov/global-football-transfer-market-2010-2026,Global Football Transfer Market 2010-2026,317.6 KB,2026-06-15T21:44:50.000Z,572,28,2015,Sergey Nefedov,https://www.kaggle.com/datasets/sergionefedov/global-football-transfer-market-2010-2026,2026-06-22T05:20:29.522606
mmumairkhattak/e-commerce-orders-dataset-2026-scra,E-commerce Orders Dataset 2026 | SCRA,1.7 MB,2026-06-11T06:56:56.000Z,1818,40,6378,Muhammad Umair,https://www.kaggle.com/datasets/mmumairkhattak/e-commerce-orders-dataset-2026-scra,2026-06-22T05:20:29.522645
aiexplorer77/from-fuel-to-electric-the-ev-transition-dataset,From Fuel to Electric: The EV Transition Dataset,1.8 MB,2026-06-13T17:16:57.000Z,835,28,3166,Asper,https://www.kaggle.com/datasets/aiexplorer77/from-fuel-to-electric-the-ev-transition-dataset,2026-06-22T05:20:29.522685
swaptr/fifa-wc-2026-players,FIFA World Cup 2026 Player Data,48.0 KB,2026-06-22T03:11:29.977Z,850,27,3355,Swapnil Tripathi,https://www.kaggle.com/datasets/swaptr/fifa-wc-2026-players,2026-06-22T05:20:29.522716
kulkarniparth09/fifa-world-cup-complete-dataset-19302026,FIFA World Cup Complete Dataset: 1930–2026,11.7 KB,2026-06-07T06:29:15.677Z,2598,56,8698,Parth,https://www.kaggle.com/datasets/kulkarniparth09/fifa-world-cup-complete-dataset-19302026,2026-06-22T05:20:29.522751
rupsarroy/heatwave-dataset-rajasthan-india-2006-2025,"Heatwave Dataset (Rajasthan, India, 2006-2025)",1.3 MB,2026-06-18T08:37:30.717Z,349,26,1695,rupsa roy,https://www.kaggle.com/datasets/rupsarroy/heatwave-dataset-rajasthan-india-2006-2025,2026-06-22T05:20:29.522790
mominullptr/fifa-world-cup-2026-dataset,FIFA World Cup 2026 Dataset,50.6 KB,2026-06-21T10:27:30.973Z,734,31,3116,Mominul Islam,https://www.kaggle.com/datasets/mominullptr/fifa-world-cup-2026-dataset,2026-06-22T05:20:29.522825
nalisha/early-wakeup-health-and-lifestyle-dataset,🌅 Early Wakeup Health & Lifestyle Dataset,957.7 KB,2026-06-12T04:49:32.547Z,1102,30,4238,Aleesha Nadeem,https://www.kaggle.com/datasets/nalisha/early-wakeup-health-and-lifestyle-dataset,2026-06-22T05:20:29.522866
