ref,title,size,lastUpdated,downloadCount,voteCount,viewCount,ownerName,url,fetch_date
debayank2024/netflix-movies-and-series,Netflix Movies and Series,1.3 MB,2026-07-27T09:40:46.527Z,9314,229,33619,Debayan Bandyopadhyay,https://www.kaggle.com/datasets/debayank2024/netflix-movies-and-series,2026-08-31T05:17:04.944385
datascikhan/e-commerce-sales-and-customer-analytics,🛒 E-Commerce Sales Analytics Dataset,28.4 MB,2026-08-25T08:00:46.013Z,875,25,2756,Shair Khan,https://www.kaggle.com/datasets/datascikhan/e-commerce-sales-and-customer-analytics,2026-08-31T05:17:04.944481
dreaddevelopment/raptor-knee-widedense,Knee MRI model weights: twelve findings,518.2 MB,2026-08-23T04:12:20.703Z,460,26,1682,Dread Development,https://www.kaggle.com/datasets/dreaddevelopment/raptor-knee-widedense,2026-08-31T05:17:04.944569
stevenleehans/rsna-knee-llm-report-labels,RSNA Knee LLM Report Labels,416.0 KB,2026-08-09T06:16:43.867Z,2397,37,2667,stevenleehans,https://www.kaggle.com/datasets/stevenleehans/rsna-knee-llm-report-labels,2026-08-31T05:17:04.944603
dreaddevelopment/raptor-knee-maxspan,Knee MRI - Max-Span Dense Corpus,259.1 MB,2026-08-22T20:14:47.093Z,274,5,407,Dread Development,https://www.kaggle.com/datasets/dreaddevelopment/raptor-knee-maxspan,2026-08-31T05:17:04.944678
harshadapatil31/student-performance-and-study-habits-dataset,Student Performance & Study Habits Dataset,14.7 KB,2026-07-06T06:28:52.743Z,16606,322,53452,Harshada Patil,https://www.kaggle.com/datasets/harshadapatil31/student-performance-and-study-habits-dataset,2026-08-31T05:17:04.944719
debayank2024/house-price-prediction,House Price Prediction,145.3 KB,2026-07-31T17:01:46.000Z,3696,79,12921,Debayan Bandyopadhyay,https://www.kaggle.com/datasets/debayank2024/house-price-prediction,2026-08-31T05:17:04.944758
yogeshm01/spotify-artist-streaming-analytics-20152025,Spotify Artist Streaming Analytics (2015–2025),6.8 MB,2026-08-11T14:38:51.783Z,1139,27,4472,Yogesh Mishra,https://www.kaggle.com/datasets/yogeshm01/spotify-artist-streaming-analytics-20152025,2026-08-31T05:17:04.944798
jatinkhandelwal112/indian-e-commerce-sales-analytics-dataset,Indian E-Commerce Sales Analytics Dataset,10.5 MB,2026-08-05T12:05:25.157Z,3063,55,8440,Jatin khandelwal112,https://www.kaggle.com/datasets/jatinkhandelwal112/indian-e-commerce-sales-analytics-dataset,2026-08-31T05:17:04.944837
rewantbhriguvanshi/recent-movies-and-entertainment-dataset-20242026,Movies & Entertainment Dataset (2024–2026),288.5 KB,2026-08-08T15:11:06.107Z,1268,32,4611,Rewant Bhriguvanshi,https://www.kaggle.com/datasets/rewantbhriguvanshi/recent-movies-and-entertainment-dataset-20242026,2026-08-31T05:17:04.944876
mansiaggarwal88/diabetes-risk-prediction,Diabetes Risk Prediction,322.9 KB,2026-08-13T15:38:56.197Z,1210,29,3875,Mansi Aggarwal,https://www.kaggle.com/datasets/mansiaggarwal88/diabetes-risk-prediction,2026-08-31T05:17:04.944916
razanihababdellatif/food-delivery-orders-and-eta-logistics-dataset,Food Delivery Orders & ETA Logistics Dataset,2.6 MB,2026-08-15T12:33:55.067Z,1418,39,5230,Razan Ihab,https://www.kaggle.com/datasets/razanihababdellatif/food-delivery-orders-and-eta-logistics-dataset,2026-08-31T05:17:04.944954
srisyra02/e-commerce-sales-performance-analysis,E-Commerce Sales Performance Analysis,108.3 KB,2026-08-06T04:17:51.643Z,2278,33,7364,Srimathy Sivanessan,https://www.kaggle.com/datasets/srisyra02/e-commerce-sales-performance-analysis,2026-08-31T05:17:04.944993
srisyra02/spotify-music-artist-streaming-analytics,Spotify Music Artist Streaming Analytics,22.9 KB,2026-08-07T03:20:03.313Z,3264,49,10514,Srimathy Sivanessan,https://www.kaggle.com/datasets/srisyra02/spotify-music-artist-streaming-analytics,2026-08-31T05:17:04.945033
georgymamarin/kaggriculture-episodes,Kaggriculture Episodes,7.9 GB,2026-08-30T07:20:11.507Z,13112,57,2424,Georgy Mamarin,https://www.kaggle.com/datasets/georgymamarin/kaggriculture-episodes,2026-08-31T05:17:04.945070
srisyra02/diabetes-risk-prediction-dataset,Diabetes Risk Prediction Dataset,2.9 MB,2026-08-19T11:02:49.983Z,804,25,2828,Srimathy Sivanessan,https://www.kaggle.com/datasets/srisyra02/diabetes-risk-prediction-dataset,2026-08-31T05:17:04.945107
arseniyshutko/binary-aviation-satisfaction-129k,Airline Satisfaction Data ✈️,1.8 MB,2026-08-17T10:17:33.387Z,653,25,2435,Arseniy Shutko,https://www.kaggle.com/datasets/arseniyshutko/binary-aviation-satisfaction-129k,2026-08-31T05:17:04.945143
datasnaek/youtube-new,Trending YouTube Video Statistics,200.8 MB,2019-06-03T00:56:47.177Z,317808,5990,2212940,Mitchell J,https://www.kaggle.com/datasets/datasnaek/youtube-new,2026-08-31T05:17:04.945179
residentmario/ramen-ratings,Ramen Ratings,39.8 KB,2018-01-11T16:04:39.893Z,64205,1001,351848,Aleksey Bilogur,https://www.kaggle.com/datasets/residentmario/ramen-ratings,2026-08-31T05:17:04.945207
zynicide/wine-reviews,Wine Reviews,50.9 MB,2017-11-27T17:08:04.000Z,364969,3902,1503075,zackthoutt,https://www.kaggle.com/datasets/zynicide/wine-reviews,2026-08-31T05:17:04.945227
