ref,title,size,lastUpdated,downloadCount,voteCount,viewCount,ownerName,url,fetch_date
rauffauzanrambe/fifa-world-cup-2026-player-performance-dataset,FIFA World Cup 2026 Player Performance Dataset,4.0 MB,2026-06-10T12:58:47.093Z,931,22,3635,Ra'uf Fauzan Rambe,https://www.kaggle.com/datasets/rauffauzanrambe/fifa-world-cup-2026-player-performance-dataset,2026-06-17T05:02:16.378242
laveshjadon/ai-impact-on-students,Impact of Ai on Students,1.1 MB,2026-05-10T23:12:10.000Z,12567,300,49073,Nagi sisiro,https://www.kaggle.com/datasets/laveshjadon/ai-impact-on-students,2026-06-17T05:02:16.378291
muhammadmusharraf444/used-car-price-prediction-dataset,Used Car Price Prediction Dataset,11.9 KB,2026-06-11T19:44:23.573Z,970,25,3420,Muhammad          Musharraf,https://www.kaggle.com/datasets/muhammadmusharraf444/used-car-price-prediction-dataset,2026-06-17T05:02:16.378333
kulkarniparth09/fifa-world-cup-complete-dataset-19302026,FIFA World Cup Complete Dataset: 1930–2026,11.7 KB,2026-06-07T06:29:15.677Z,2109,51,6988,Parth,https://www.kaggle.com/datasets/kulkarniparth09/fifa-world-cup-complete-dataset-19302026,2026-06-17T05:02:16.378369
nalisha/netflix-movies-and-tv-shows-data-analysis,Netflix Movies and TV Shows Data Analysis,1.7 MB,2026-05-28T11:58:01.000Z,3114,77,12237,Aleesha Nadeem,https://www.kaggle.com/datasets/nalisha/netflix-movies-and-tv-shows-data-analysis,2026-06-17T05:02:16.378408
sridevilavanyacse/student-lifestyle-and-stress-prediction-dataset,Student Lifestyle and Stress Prediction Dataset,978.7 KB,2026-05-30T03:37:06.000Z,1058,27,4161,Sridevi,https://www.kaggle.com/datasets/sridevilavanyacse/student-lifestyle-and-stress-prediction-dataset,2026-06-17T05:02:16.378447
muhammadwaqas023/ai-impact-in-future-on-jobs-market-in-2030,Ai Impact in future on jobs market in 2030,105.8 KB,2026-05-24T15:12:54.047Z,3872,85,14272,Muhammad Waqas,https://www.kaggle.com/datasets/muhammadwaqas023/ai-impact-in-future-on-jobs-market-in-2030,2026-06-17T05:02:16.378485
aliyasaly1231/early-wake-up-exercise-and-health-outcomes-dataset,"Early Wake-Up, Exercise & Health Outcomes Dataset",957.7 KB,2026-06-11T17:51:33.000Z,567,32,2044,Aliyas,https://www.kaggle.com/datasets/aliyasaly1231/early-wake-up-exercise-and-health-outcomes-dataset,2026-06-17T05:02:16.378524
nalisha/early-wakeup-health-and-lifestyle-dataset,🌅 Early Wakeup Health & Lifestyle Dataset,957.7 KB,2026-06-12T04:49:32.547Z,773,22,2816,Aleesha Nadeem,https://www.kaggle.com/datasets/nalisha/early-wakeup-health-and-lifestyle-dataset,2026-06-17T05:02:16.378564
ashyou09/global-data-center-and-ai-waterelectricity-usage,Global Data Center & AI Water/Electricity Usage,2.9 MB,2026-06-10T17:04:05.423Z,788,29,3408,Ashutosh Singh,https://www.kaggle.com/datasets/ashyou09/global-data-center-and-ai-waterelectricity-usage,2026-06-17T05:02:16.378602
anujsaha0123456789/e-commerce-product-intelligence-dataset,E-Commerce Product Intelligence Dataset,7.2 MB,2026-06-07T17:56:36.823Z,1555,40,6074,Anuj Saha,https://www.kaggle.com/datasets/anujsaha0123456789/e-commerce-product-intelligence-dataset,2026-06-17T05:02:16.378636
isfakiqbalchowdhuruy/fifa-mens-world-cup-dataset-1970-2022,FIFA Men's World Cup Dataset (1970-2022),75.1 KB,2026-06-08T22:02:27.303Z,842,24,3652,Isfak Iqbal Chowdhuruy,https://www.kaggle.com/datasets/isfakiqbalchowdhuruy/fifa-mens-world-cup-dataset-1970-2022,2026-06-17T05:02:16.378674
nafiulislam490/bank-transaction-fraud-detection-dataset,Bank Transaction Fraud Detection Dataset,42.4 MB,2026-05-27T04:45:03.677Z,1009,23,4043,Nafiul Islam,https://www.kaggle.com/datasets/nafiulislam490/bank-transaction-fraud-detection-dataset,2026-06-17T05:02:16.378713
shambhurajejagadale/student-performance-prediction-dataset,Student Performance Prediction Dataset,82.3 KB,2026-05-09T15:49:58.877Z,5994,134,23368,Shambhuraje Jagadale,https://www.kaggle.com/datasets/shambhurajejagadale/student-performance-prediction-dataset,2026-06-17T05:02:16.378751
