ref,title,size,lastUpdated,downloadCount,voteCount,viewCount,ownerName,url,fetch_date
laveshjadon/ai-impact-on-students,Impact of Ai on Students,1.1 MB,2026-05-10T23:12:10.000Z,5176,131,20689,Nagi sisiro,https://www.kaggle.com/datasets/laveshjadon/ai-impact-on-students,2026-06-02T01:21:23.018424
muhammadwaqas023/ai-impact-in-future-on-jobs-market-in-2030,Ai Impact in future on jobs market in 2030,105.8 KB,2026-05-24T15:12:54.047Z,1465,37,5665,Muhammad Waqas,https://www.kaggle.com/datasets/muhammadwaqas023/ai-impact-in-future-on-jobs-market-in-2030,2026-06-02T01:21:23.018503
divyjain28/superstore-sales,Superstore Sales Analysis,1.5 MB,2026-05-15T08:16:38.000Z,971,28,3450,Divy Jain,https://www.kaggle.com/datasets/divyjain28/superstore-sales,2026-06-02T01:21:23.018549
algozee/teenager-menthal-healy,Social Media Impact on Teen Mental Health,15.8 KB,2026-04-05T08:04:21.823Z,36763,760,139695,Muhammad Shahzad,https://www.kaggle.com/datasets/algozee/teenager-menthal-healy,2026-06-02T01:21:23.018586
lucalullo/housing-affordability-26-countries-1975-2025,housing-affordability-26-countries-1975-2025,21.0 KB,2026-05-24T14:02:18.000Z,483,27,2075,Luca Lullo,https://www.kaggle.com/datasets/lucalullo/housing-affordability-26-countries-1975-2025,2026-06-02T01:21:23.018628
shambhurajejagadale/student-performance-prediction-dataset,Student Performance Prediction Dataset,82.3 KB,2026-05-09T15:49:58.877Z,3512,86,13783,Shambhuraje Jagadale,https://www.kaggle.com/datasets/shambhurajejagadale/student-performance-prediction-dataset,2026-06-02T01:21:23.018668
sanyamdhadiwal2302/netflix-data,Netflix Data,1.7 MB,2026-05-22T18:10:36.000Z,1520,38,5884,Sanyam Dhadiwal,https://www.kaggle.com/datasets/sanyamdhadiwal2302/netflix-data,2026-06-02T01:21:23.018703
shyamnadhs/heart-disease-prediction-dataset,Heart disease prediction dataset,16.1 KB,2026-05-27T17:08:10.000Z,770,24,2950,Shyam Nadh S,https://www.kaggle.com/datasets/shyamnadhs/heart-disease-prediction-dataset,2026-06-02T01:21:23.018743
laveshjadon/ai-impact-on-human-mental-growth,Impact of Ai on Human Mental Growth,3.2 MB,2026-05-23T09:36:48.597Z,357,23,1526,Nagi sisiro,https://www.kaggle.com/datasets/laveshjadon/ai-impact-on-human-mental-growth,2026-06-02T01:21:23.018783
emirhanakku/e-commerce-order-risk-classification-dataset,E-Commerce Order Risk Classification Dataset,351.9 KB,2026-05-26T02:56:16.513Z,823,29,3145,Emirhan Akkuş,https://www.kaggle.com/datasets/emirhanakku/e-commerce-order-risk-classification-dataset,2026-06-02T01:21:23.018805
shambhurajejagadale/student-placement-and-career-success-dataset-2026,Student Placement & Career Success Dataset 2026,1.3 MB,2026-05-27T10:25:16.853Z,741,28,3212,Shambhuraje Jagadale,https://www.kaggle.com/datasets/shambhurajejagadale/student-placement-and-career-success-dataset-2026,2026-06-02T01:21:23.018840
abbas829/global-superstore-sales-dataset,Global Superstore Sales Dataset,2.7 MB,2026-05-23T00:41:54.000Z,726,23,2612,Tassawar Abbas,https://www.kaggle.com/datasets/abbas829/global-superstore-sales-dataset,2026-06-02T01:21:23.018866
aryanmdev/world-gym-and-fitness-trends-20002026,World Gym & Fitness Trends (2000–2026),1.9 MB,2026-05-23T10:20:58.000Z,691,33,3033,Aryan Mishra,https://www.kaggle.com/datasets/aryanmdev/world-gym-and-fitness-trends-20002026,2026-06-02T01:21:23.018905
lightningxyz/student-performance-dataset,Student Performance & Lifestyle Dataset,25.6 KB,2026-05-03T04:18:33.083Z,763,26,3176,User,https://www.kaggle.com/datasets/lightningxyz/student-performance-dataset,2026-06-02T01:21:23.018945
noopurbhatt/retail-store-sales-forecasting-dataset,Retail Store Sales Forecasting Dataset,2.7 MB,2026-05-16T18:20:47.867Z,1030,29,3383,Noopur Bhatt,https://www.kaggle.com/datasets/noopurbhatt/retail-store-sales-forecasting-dataset,2026-06-02T01:21:23.018985
zynicide/wine-reviews,Wine Reviews,50.9 MB,2017-11-27T17:08:04.000Z,354223,3871,1489654,zackthoutt,https://www.kaggle.com/datasets/zynicide/wine-reviews,2026-06-02T01:21:23.019007
nolanbconaway/pitchfork-data,"18,393 Pitchfork Reviews",33.3 MB,2017-01-13T04:18:10.113Z,17991,459,108335,Nolan Conaway,https://www.kaggle.com/datasets/nolanbconaway/pitchfork-data,2026-06-02T01:21:23.019033
rishikeshjani/perch-onnx-for-birdclef-2026,Perch-onnx-for-birdclef+2026,376.9 MB,2026-03-30T07:07:25.863Z,1957,20,2137,Rishikesh Jani,https://www.kaggle.com/datasets/rishikeshjani/perch-onnx-for-birdclef-2026,2026-06-02T01:21:23.019055
datasnaek/youtube-new,Trending YouTube Video Statistics,200.8 MB,2019-06-03T00:56:47.177Z,305673,5929,2187894,Mitchell J,https://www.kaggle.com/datasets/datasnaek/youtube-new,2026-06-02T01:21:23.019092
mirzayasirabdullah07/300k-mental-health-survey-dataset,300k Mental Health Survey Dataset,13.1 MB,2026-05-24T16:08:53.000Z,224,21,1043,Mirza Yasir Abdullah Baig,https://www.kaggle.com/datasets/mirzayasirabdullah07/300k-mental-health-survey-dataset,2026-06-02T01:21:23.019129
