ref,title,size,lastUpdated,downloadCount,voteCount,viewCount,ownerName,url,fetch_date
rauffauzanrambe/fifa-world-cup-2026-player-performance-dataset,FIFA World Cup 2026 Player Performance Dataset,4.0 MB,2026-06-10T12:58:47.093Z,19187,472,73537,Ra'uf Fauzan Rambe,https://www.kaggle.com/datasets/rauffauzanrambe/fifa-world-cup-2026-player-performance-dataset,2026-07-27T03:53:02.456295
harshadapatil31/student-performance-and-study-habits-dataset,Student Performance & Study Habits Dataset,14.7 KB,2026-07-06T06:28:52.743Z,2558,46,8102,Harshada Patil,https://www.kaggle.com/datasets/harshadapatil31/student-performance-and-study-habits-dataset,2026-07-27T03:53:02.456334
abbas829/ecommerce-sales-dataset,Ecommerce sales dataset,108.4 KB,2026-07-03T00:59:03.347Z,4999,84,15805,Tassawar Abbas,https://www.kaggle.com/datasets/abbas829/ecommerce-sales-dataset,2026-07-27T03:53:02.456366
vivekmali1436/banking-transactions-dataset,Banking Transactions Dataset,89.4 MB,2026-07-17T13:38:51.717Z,881,19,2475,Vivek Mali 1436,https://www.kaggle.com/datasets/vivekmali1436/banking-transactions-dataset,2026-07-27T03:53:02.456390
rishavsvault/most-streamed-artists-on-spotify,Most Streamed Artists on Spotify,36.7 KB,2026-07-24T16:55:05.213Z,839,21,2654,Rishav,https://www.kaggle.com/datasets/rishavsvault/most-streamed-artists-on-spotify,2026-07-27T03:53:02.456421
ranaghulamnabi/automobile-market-dataset-vehicle-specification,Automobile Market Dataset: Vehicle Specification,122.5 KB,2026-07-16T05:55:25.000Z,1099,25,3970,Coding expert G.N,https://www.kaggle.com/datasets/ranaghulamnabi/automobile-market-dataset-vehicle-specification,2026-07-27T03:53:02.456478
uditjain13/credit-card-fraud-detection-2026,Credit Card Fraud Detection 2026,649.6 KB,2026-07-16T19:17:54.000Z,1281,27,4442,Udit Jain,https://www.kaggle.com/datasets/uditjain13/credit-card-fraud-detection-2026,2026-07-27T03:53:02.456518
uditjain13/heart-disease-risk-2026,Heart Disease Risk 2026,343.5 KB,2026-07-16T19:18:02.423Z,1140,31,3607,Udit Jain,https://www.kaggle.com/datasets/uditjain13/heart-disease-risk-2026,2026-07-27T03:53:02.456549
dreamtensor/social-media-sentiment-analysisai-trend-2026,Social Media Sentiment Analysis: AI Trends 2026,109.8 KB,2026-07-11T17:56:27.943Z,932,24,3981,Mubeen,https://www.kaggle.com/datasets/dreamtensor/social-media-sentiment-analysisai-trend-2026,2026-07-27T03:53:02.456577
divaadelia/superstore-sales-data,Superstore Sales Data,4.2 MB,2026-07-19T10:29:25.000Z,1146,33,3699,Diva Adelia,https://www.kaggle.com/datasets/divaadelia/superstore-sales-data,2026-07-27T03:53:02.456607
pilkwang/biohub-tracking-support-pack-50ep-v1,Biohub Tracking Support Pack,333.3 MB,2026-07-08T22:42:12.497Z,4732,21,1586,Pilkwang Kim,https://www.kaggle.com/datasets/pilkwang/biohub-tracking-support-pack-50ep-v1,2026-07-27T03:53:02.456624
mahmoudshaheen1134/oil-sales-dataset,Oil Sales Dataset,50.7 KB,2026-06-29T09:54:38.373Z,1113,21,4100,Mahmoud Shaheen,https://www.kaggle.com/datasets/mahmoudshaheen1134/oil-sales-dataset,2026-07-27T03:53:02.456654
zynicide/wine-reviews,Wine Reviews,50.9 MB,2017-11-27T17:08:04.000Z,363254,3890,1498447,zackthoutt,https://www.kaggle.com/datasets/zynicide/wine-reviews,2026-07-27T03:53:02.456672
rtatman/188-million-us-wildfires,1.88 Million US Wildfires,168.1 MB,2020-05-12T21:03:49.213Z,51086,1447,446514,Rachael Tatman,https://www.kaggle.com/datasets/rtatman/188-million-us-wildfires,2026-07-27T03:53:02.456688
nasa/kepler-exoplanet-search-results,Kepler Exoplanet Search Results,1.2 MB,2017-10-10T18:26:59.497Z,29649,872,220061,NASA,https://www.kaggle.com/datasets/nasa/kepler-exoplanet-search-results,2026-07-27T03:53:02.456715
datasnaek/chess,Chess Game Dataset (Lichess),2.8 MB,2017-09-04T03:09:09.453Z,72861,1498,498437,Mitchell J,https://www.kaggle.com/datasets/datasnaek/chess,2026-07-27T03:53:02.456743
nolanbconaway/pitchfork-data,"18,393 Pitchfork Reviews",33.3 MB,2017-01-13T04:18:10.113Z,24316,471,109374,Nolan Conaway,https://www.kaggle.com/datasets/nolanbconaway/pitchfork-data,2026-07-27T03:53:02.456764
residentmario/ramen-ratings,Ramen Ratings,39.8 KB,2018-01-11T16:04:39.893Z,63521,995,349508,Aleksey Bilogur,https://www.kaggle.com/datasets/residentmario/ramen-ratings,2026-07-27T03:53:02.456787
deeplumiere/automobile-market-analytics-dataset,Automobile Market Analytics Dataset,122.5 KB,2026-07-14T07:35:20.707Z,1384,38,5111,DeepLumiere,https://www.kaggle.com/datasets/deeplumiere/automobile-market-analytics-dataset,2026-07-27T03:53:02.456811
dansbecker/powerlifting-database,powerlifting-database,8.8 MB,2019-04-30T21:07:41.000Z,33977,422,149689,DanB,https://www.kaggle.com/datasets/dansbecker/powerlifting-database,2026-07-27T03:53:02.456830
