ref,title,size,lastUpdated,downloadCount,voteCount,viewCount,ownerName,url,fetch_date
rauffauzanrambe/fifa-world-cup-2026-player-performance-dataset,FIFA World Cup 2026 Player Performance Dataset,4.0 MB,2026-06-10T12:58:47.093Z,14241,349,55621,Ra'uf Fauzan Rambe,https://www.kaggle.com/datasets/rauffauzanrambe/fifa-world-cup-2026-player-performance-dataset,2026-07-18T03:17:42.231292
sunil123kumar/netflix-movies-and-tv-shows-dataset,Netflix Movies and TV Shows  Dataset,1.3 MB,2026-07-06T02:57:00.363Z,1204,28,4399,sunil kumar,https://www.kaggle.com/datasets/sunil123kumar/netflix-movies-and-tv-shows-dataset,2026-07-18T03:17:42.231342
abbas829/ecommerce-sales-dataset,Ecommerce sales dataset,108.4 KB,2026-07-03T00:59:03.347Z,2666,52,8368,Tassawar Abbas,https://www.kaggle.com/datasets/abbas829/ecommerce-sales-dataset,2026-07-18T03:17:42.231385
deeplumiere/automobile-market-analytics-dataset,Automobile Market Analytics Dataset,122.5 KB,2026-07-14T07:35:20.707Z,851,26,3140,DeepLumiere,https://www.kaggle.com/datasets/deeplumiere/automobile-market-analytics-dataset,2026-07-18T03:17:42.231417
rickyjackson/quebec-housing-sales-price,Quebec Housing Sales price,90.0 KB,2026-07-12T21:05:30.000Z,516,22,1855,Ricky Jackson,https://www.kaggle.com/datasets/rickyjackson/quebec-housing-sales-price,2026-07-18T03:17:42.231452
ashyou09/apple-products-pricing-dataset-2020-2026,Apple Products Pricing Dataset (2020-2026)🍎,1.5 MB,2026-07-04T16:06:56.000Z,2379,43,7667,Ashutosh Singh,https://www.kaggle.com/datasets/ashyou09/apple-products-pricing-dataset-2020-2026,2026-07-18T03:17:42.231493
ashyou09/global-budget-allocation-dataset-19362026,Global Budget Allocation Dataset (1936–2026) 🌎,288.1 KB,2026-07-11T08:11:16.587Z,1659,36,3516,Ashutosh Singh,https://www.kaggle.com/datasets/ashyou09/global-budget-allocation-dataset-19362026,2026-07-18T03:17:42.231533
uditjain13/neurogolf-kevali-7232-nets,NeuroGolf 2026 - Kevali 7268.48 Nets,452.5 KB,2026-07-11T08:24:05.000Z,1026,24,954,Udit Jain,https://www.kaggle.com/datasets/uditjain13/neurogolf-kevali-7232-nets,2026-07-18T03:17:42.231555
mirzayasirabdullah07/llm-and-generative-ai-usage-analytics-dataset,LLM & Generative AI Usage Analytics Dataset,20.6 KB,2026-07-15T05:41:11.000Z,247,21,1191,Mirza Yasir Abdullah Baig,https://www.kaggle.com/datasets/mirzayasirabdullah07/llm-and-generative-ai-usage-analytics-dataset,2026-07-18T03:17:42.231608
uditjain13/social-media-screen-time-and-mental-health-2026,"Social Media, Screen Time & Mental Health 2026",174.3 KB,2026-07-05T09:19:11.000Z,1526,41,5579,Udit Jain,https://www.kaggle.com/datasets/uditjain13/social-media-screen-time-and-mental-health-2026,2026-07-18T03:17:42.231647
rewantbhriguvanshi/customer-shopping-trends-indian,Customer Shopping Trends Indian,593.6 KB,2026-07-03T12:50:06.887Z,1089,30,3184,Rewant Bhriguvanshi,https://www.kaggle.com/datasets/rewantbhriguvanshi/customer-shopping-trends-indian,2026-07-18T03:17:42.231686
kylefengkfeng209/how-fast-do-you-forget-13m-duolingo-sessions,How Fast Do You Forget? 13M Duolingo Sessions,17.1 MB,2026-07-12T06:33:16.000Z,447,29,2332,Mind Lab,https://www.kaggle.com/datasets/kylefengkfeng209/how-fast-do-you-forget-13m-duolingo-sessions,2026-07-18T03:17:42.231726
sunil123kumar/social-media-impact-on-mental-health,Social_Media_Impact_on_Mental Health,15.8 KB,2026-06-10T08:30:07.557Z,4923,100,16822,sunil kumar,https://www.kaggle.com/datasets/sunil123kumar/social-media-impact-on-mental-health,2026-07-18T03:17:42.231765
mann14/2026-fifa-world-cup,2026 FIFA World Cup,2.8 KB,2026-07-12T14:12:19.273Z,1078,26,4245,Mann Raval,https://www.kaggle.com/datasets/mann14/2026-fifa-world-cup,2026-07-18T03:17:42.231804
ashyou09/google-play-store-apps-2026-edition,Google Play Store Apps (2026 Edition),247.7 KB,2026-07-04T06:38:03.000Z,759,21,2469,Ashutosh Singh,https://www.kaggle.com/datasets/ashyou09/google-play-store-apps-2026-edition,2026-07-18T03:17:42.231843
sharmajicoder/used-phone-price-prediction-dataset,Used Phone Price Prediction Dataset,31.9 MB,2026-06-22T09:04:46.603Z,1027,29,3301,Stable Space,https://www.kaggle.com/datasets/sharmajicoder/used-phone-price-prediction-dataset,2026-07-18T03:17:42.231879
deeplumiere/hyperscale-data-center-dataset,Hyperscale Data Center Dataset,7.5 MB,2026-07-14T08:22:24.457Z,279,17,1314,DeepLumiere,https://www.kaggle.com/datasets/deeplumiere/hyperscale-data-center-dataset,2026-07-18T03:17:42.231905
zynicide/wine-reviews,Wine Reviews,50.9 MB,2017-11-27T17:08:04.000Z,359650,3890,1497075,zackthoutt,https://www.kaggle.com/datasets/zynicide/wine-reviews,2026-07-18T03:17:42.231926
datasnaek/chess,Chess Game Dataset (Lichess),2.8 MB,2017-09-04T03:09:09.453Z,69586,1497,497475,Mitchell J,https://www.kaggle.com/datasets/datasnaek/chess,2026-07-18T03:17:42.231958
dansbecker/powerlifting-database,powerlifting-database,8.8 MB,2019-04-30T21:07:41.000Z,30752,418,148882,DanB,https://www.kaggle.com/datasets/dansbecker/powerlifting-database,2026-07-18T03:17:42.231982
