ref,title,size,lastUpdated,downloadCount,voteCount,viewCount,ownerName,url,fetch_date
rauffauzanrambe/fifa-world-cup-2026-player-performance-dataset,FIFA World Cup 2026 Player Performance Dataset,4.0 MB,2026-06-10T12:58:47.093Z,15160,372,58831,Ra'uf Fauzan Rambe,https://www.kaggle.com/datasets/rauffauzanrambe/fifa-world-cup-2026-player-performance-dataset,2026-07-20T03:52:21.660802
abbas829/ecommerce-sales-dataset,Ecommerce sales dataset,108.4 KB,2026-07-03T00:59:03.347Z,3203,61,9921,Tassawar Abbas,https://www.kaggle.com/datasets/abbas829/ecommerce-sales-dataset,2026-07-20T03:52:21.660856
deeplumiere/automobile-market-analytics-dataset,Automobile Market Analytics Dataset,122.5 KB,2026-07-14T07:35:20.707Z,967,28,3522,DeepLumiere,https://www.kaggle.com/datasets/deeplumiere/automobile-market-analytics-dataset,2026-07-20T03:52:21.660891
ashyou09/google-play-store-apps-2026-edition,Google Play Store Apps (2026 Edition),247.7 KB,2026-07-04T06:38:03.000Z,799,21,2657,Ashutosh Singh,https://www.kaggle.com/datasets/ashyou09/google-play-store-apps-2026-edition,2026-07-20T03:52:21.660932
razanihababdellatif/bank-marketing-and-customer-behavior-dataset,Bank Marketing & Customer Behavior Dataset,478.2 KB,2026-07-15T14:10:37.447Z,722,24,2907,Razan Ihab,https://www.kaggle.com/datasets/razanihababdellatif/bank-marketing-and-customer-behavior-dataset,2026-07-20T03:52:21.660972
rickyjackson/quebec-housing-sales-price,Quebec Housing Sales price,90.0 KB,2026-07-12T21:05:30.000Z,548,22,1948,Ricky Jackson,https://www.kaggle.com/datasets/rickyjackson/quebec-housing-sales-price,2026-07-20T03:52:21.661007
ashyou09/apple-products-pricing-dataset-2020-2026,Apple Products Pricing Dataset (2020-2026)🍎,1.5 MB,2026-07-04T16:06:56.000Z,2482,45,7986,Ashutosh Singh,https://www.kaggle.com/datasets/ashyou09/apple-products-pricing-dataset-2020-2026,2026-07-20T03:52:21.661049
ashyou09/global-budget-allocation-dataset-19362026,Global Budget Allocation Dataset (1936–2026) 🌎,288.1 KB,2026-07-11T08:11:16.587Z,1969,41,3909,Ashutosh Singh,https://www.kaggle.com/datasets/ashyou09/global-budget-allocation-dataset-19362026,2026-07-20T03:52:21.661089
kylefengkfeng209/how-fast-do-you-forget-13m-duolingo-sessions,How Fast Do You Forget? 13M Duolingo Sessions,17.1 MB,2026-07-12T06:33:16.000Z,538,30,2632,Mind Lab,https://www.kaggle.com/datasets/kylefengkfeng209/how-fast-do-you-forget-13m-duolingo-sessions,2026-07-20T03:52:21.661128
sunil123kumar/netflix-movies-and-tv-shows-dataset,Netflix Movies and TV Shows  Dataset,1.3 MB,2026-07-06T02:57:00.363Z,1317,28,4833,sunil kumar,https://www.kaggle.com/datasets/sunil123kumar/netflix-movies-and-tv-shows-dataset,2026-07-20T03:52:21.661167
uditjain13/social-media-screen-time-and-mental-health-2026,"Social Media, Screen Time & Mental Health 2026",174.3 KB,2026-07-05T09:19:11.000Z,1610,44,5892,Udit Jain,https://www.kaggle.com/datasets/uditjain13/social-media-screen-time-and-mental-health-2026,2026-07-20T03:52:21.661206
sunil123kumar/social-media-impact-on-mental-health,Social_Media_Impact_on_Mental Health,15.8 KB,2026-06-10T08:30:07.557Z,5110,102,17412,sunil kumar,https://www.kaggle.com/datasets/sunil123kumar/social-media-impact-on-mental-health,2026-07-20T03:52:21.661245
sharmajicoder/used-phone-price-prediction-dataset,Used Phone Price Prediction Dataset,31.9 MB,2026-06-22T09:04:46.603Z,1101,29,3555,Stable Space,https://www.kaggle.com/datasets/sharmajicoder/used-phone-price-prediction-dataset,2026-07-20T03:52:21.661280
rewantbhriguvanshi/customer-shopping-trends-indian,Customer Shopping Trends Indian,593.6 KB,2026-07-03T12:50:06.887Z,1195,31,3506,Rewant Bhriguvanshi,https://www.kaggle.com/datasets/rewantbhriguvanshi/customer-shopping-trends-indian,2026-07-20T03:52:21.661319
harshadapatil31/student-performance-and-study-habits-dataset,Student Performance & Study Habits Dataset,14.7 KB,2026-07-06T06:28:52.743Z,491,16,1549,Harshada Patil,https://www.kaggle.com/datasets/harshadapatil31/student-performance-and-study-habits-dataset,2026-07-20T03:52:21.661380
mann14/2026-fifa-world-cup,2026 FIFA World Cup,2.8 KB,2026-07-12T14:12:19.273Z,1149,28,4475,Mann Raval,https://www.kaggle.com/datasets/mann14/2026-fifa-world-cup,2026-07-20T03:52:21.661422
kaggle/pokemon-tcg-ai-battle-episodes-2026-07-15,The Pokémon Company - PTCG AI Battle Challenge Simulation Episodes 2026-07-15,702.5 MB,2026-07-16T00:02:20.217Z,74912,25,1398,Kaggle,https://www.kaggle.com/datasets/kaggle/pokemon-tcg-ai-battle-episodes-2026-07-15,2026-07-20T03:52:21.661439
zynicide/wine-reviews,Wine Reviews,50.9 MB,2017-11-27T17:08:04.000Z,361215,3891,1497340,zackthoutt,https://www.kaggle.com/datasets/zynicide/wine-reviews,2026-07-20T03:52:21.661461
rtatman/188-million-us-wildfires,1.88 Million US Wildfires,168.1 MB,2020-05-12T21:03:49.213Z,49321,1446,446075,Rachael Tatman,https://www.kaggle.com/datasets/rtatman/188-million-us-wildfires,2026-07-20T03:52:21.661482
datasnaek/chess,Chess Game Dataset (Lichess),2.8 MB,2017-09-04T03:09:09.453Z,71011,1497,497601,Mitchell J,https://www.kaggle.com/datasets/datasnaek/chess,2026-07-20T03:52:21.661516
