ref,title,size,lastUpdated,downloadCount,voteCount,viewCount,ownerName,url,fetch_date
debayank2024/netflix-movies-and-series,Netflix Movies and Series,1.3 MB,2026-07-27T09:40:46.527Z,7620,187,27484,Debayan Bandyopadhyay,https://www.kaggle.com/datasets/debayank2024/netflix-movies-and-series,2026-08-25T01:43:57.544792
harshadapatil31/student-performance-and-study-habits-dataset,Student Performance & Study Habits Dataset,14.7 KB,2026-07-06T06:28:52.743Z,14404,281,45903,Harshada Patil,https://www.kaggle.com/datasets/harshadapatil31/student-performance-and-study-habits-dataset,2026-08-25T01:43:57.544844
stevenleehans/rsna-knee-llm-report-labels,RSNA Knee LLM Report Labels,416.0 KB,2026-08-09T06:16:43.867Z,1867,33,2231,stevenleehans,https://www.kaggle.com/datasets/stevenleehans/rsna-knee-llm-report-labels,2026-08-25T01:43:57.544878
debayank2024/house-price-prediction,House Price Prediction,145.3 KB,2026-07-31T17:01:46.000Z,2707,58,9450,Debayan Bandyopadhyay,https://www.kaggle.com/datasets/debayank2024/house-price-prediction,2026-08-25T01:43:57.544920
srisyra02/spotify-music-artist-streaming-analytics,Spotify Music Artist Streaming Analytics,22.9 KB,2026-08-07T03:20:03.313Z,2767,44,8783,Srimathy Sivanessan,https://www.kaggle.com/datasets/srisyra02/spotify-music-artist-streaming-analytics,2026-08-25T01:43:57.544988
jatinkhandelwal112/indian-e-commerce-sales-analytics-dataset,Indian E-Commerce Sales Analytics Dataset,10.5 MB,2026-08-05T12:05:25.157Z,2307,46,6331,Jatin khandelwal112,https://www.kaggle.com/datasets/jatinkhandelwal112/indian-e-commerce-sales-analytics-dataset,2026-08-25T01:43:57.545043
ahmedfakhar123/used-car-price-prediction-dataset,🚗 💰 Used Car Price Prediction Dataset,1.4 MB,2026-08-18T08:55:42.077Z,803,30,2614,Ahmed Fakhar,https://www.kaggle.com/datasets/ahmedfakhar123/used-car-price-prediction-dataset,2026-08-25T01:43:57.545083
srisyra02/e-commerce-sales-performance-analysis,E-Commerce Sales Performance Analysis,108.3 KB,2026-08-06T04:17:51.643Z,1544,29,5151,Srimathy Sivanessan,https://www.kaggle.com/datasets/srisyra02/e-commerce-sales-performance-analysis,2026-08-25T01:43:57.545174
georgymamarin/kaggriculture-episodes,Kaggriculture Episodes,6.0 GB,2026-08-24T07:13:11.627Z,8819,53,2043,Georgy Mamarin,https://www.kaggle.com/datasets/georgymamarin/kaggriculture-episodes,2026-08-25T01:43:57.545225
razanihababdellatif/food-delivery-orders-and-eta-logistics-dataset,Food Delivery Orders & ETA Logistics Dataset,2.6 MB,2026-08-15T12:33:55.067Z,661,23,2630,Razan Ihab,https://www.kaggle.com/datasets/razanihababdellatif/food-delivery-orders-and-eta-logistics-dataset,2026-08-25T01:43:57.545266
zynicide/wine-reviews,Wine Reviews,50.9 MB,2017-11-27T17:08:04.000Z,364680,3901,1502312,zackthoutt,https://www.kaggle.com/datasets/zynicide/wine-reviews,2026-08-25T01:43:57.545288
datasnaek/chess,Chess Game Dataset (Lichess),2.8 MB,2017-09-04T03:09:09.453Z,73537,1504,501547,Mitchell J,https://www.kaggle.com/datasets/datasnaek/chess,2026-08-25T01:43:57.545323
nolanbconaway/pitchfork-data,"18,393 Pitchfork Reviews",33.3 MB,2017-01-13T04:18:10.113Z,24484,471,109841,Nolan Conaway,https://www.kaggle.com/datasets/nolanbconaway/pitchfork-data,2026-08-25T01:43:57.545359
dansbecker/powerlifting-database,powerlifting-database,8.8 MB,2019-04-30T21:07:41.000Z,34552,434,152181,DanB,https://www.kaggle.com/datasets/dansbecker/powerlifting-database,2026-08-25T01:43:57.545388
jpmiller/publicassistance,US Public Food Assistance 1 - WIC,296.9 KB,2023-04-17T20:01:05.000Z,34605,524,153577,JohnM,https://www.kaggle.com/datasets/jpmiller/publicassistance,2026-08-25T01:43:57.545414
datasnaek/youtube-new,Trending YouTube Video Statistics,200.8 MB,2019-06-03T00:56:47.177Z,317439,5981,2211560,Mitchell J,https://www.kaggle.com/datasets/datasnaek/youtube-new,2026-08-25T01:43:57.545453
mansiaggarwal88/diabetes-risk-prediction,Diabetes Risk Prediction,322.9 KB,2026-08-13T15:38:56.197Z,477,19,1590,Mansi Aggarwal,https://www.kaggle.com/datasets/mansiaggarwal88/diabetes-risk-prediction,2026-08-25T01:43:57.545492
residentmario/ramen-ratings,Ramen Ratings,39.8 KB,2018-01-11T16:04:39.893Z,64084,998,351232,Aleksey Bilogur,https://www.kaggle.com/datasets/residentmario/ramen-ratings,2026-08-25T01:43:57.545523
rtatman/188-million-us-wildfires,1.88 Million US Wildfires,168.1 MB,2020-05-12T21:03:49.213Z,51464,1452,448697,Rachael Tatman,https://www.kaggle.com/datasets/rtatman/188-million-us-wildfires,2026-08-25T01:43:57.545544
nasa/kepler-exoplanet-search-results,Kepler Exoplanet Search Results,1.2 MB,2017-10-10T18:26:59.497Z,29937,874,221225,NASA,https://www.kaggle.com/datasets/nasa/kepler-exoplanet-search-results,2026-08-25T01:43:57.545576
