ref,title,size,lastUpdated,downloadCount,voteCount,viewCount,ownerName,url,fetch_date
dreaddevelopment/raptor-knee-widedense,Knee MRI model weights: twelve findings,518.2 MB,2026-08-23T04:12:20.703Z,933,53,3620,Dread Development,https://www.kaggle.com/datasets/dreaddevelopment/raptor-knee-widedense,2026-09-08T04:19:40.416538
datascikhan/e-commerce-sales-and-customer-analytics,E-Commerce Sales Analytics Dataset,28.4 MB,2026-08-25T08:00:46.013Z,3769,93,11741,Shair Khan,https://www.kaggle.com/datasets/datascikhan/e-commerce-sales-and-customer-analytics,2026-09-08T04:19:40.416614
erfan4524/e-commerce-sales-data-analysis-and-eda,E-Commerce Sales Data Analysis & EDA,2.1 MB,2026-08-28T15:12:17.000Z,2856,59,8469,Mohammad erfan Abbasnehzad,https://www.kaggle.com/datasets/erfan4524/e-commerce-sales-data-analysis-and-eda,2026-09-08T04:19:40.416659
dreaddevelopment/raptor-knee-maxspan,Knee MRI - Max-Span Dense Corpus,259.1 MB,2026-08-22T20:14:47.093Z,579,23,1341,Dread Development,https://www.kaggle.com/datasets/dreaddevelopment/raptor-knee-maxspan,2026-09-08T04:19:40.416737
srisyra02/online-food-ordering-dataset,Online Food Ordering Dataset,3.6 KB,2026-08-23T15:26:25.483Z,2053,35,7062,Srimathy Sivanessan,https://www.kaggle.com/datasets/srisyra02/online-food-ordering-dataset,2026-09-08T04:19:40.416777
mobeenfatimah/student-exam-performance-and-success-dataset,Student Exam Performance &  Success Dataset,5.7 MB,2026-08-19T07:30:23.257Z,1956,47,6523,Mobeen Fatima,https://www.kaggle.com/datasets/mobeenfatimah/student-exam-performance-and-success-dataset,2026-09-08T04:19:40.416816
debayank2024/netflix-movies-and-series,Netflix Movies and Series,1.3 MB,2026-07-27T09:40:46.527Z,11023,275,40379,Debayan Bandyopadhyay,https://www.kaggle.com/datasets/debayank2024/netflix-movies-and-series,2026-09-08T04:19:40.416856
mansiaggarwal88/diabetes-risk-prediction,Diabetes Risk Prediction,322.9 KB,2026-08-13T15:38:56.197Z,2401,41,7809,Mansi Aggarwal,https://www.kaggle.com/datasets/mansiaggarwal88/diabetes-risk-prediction,2026-09-08T04:19:40.416895
pilkwang/rsna-knee-llm-labels,RSNA Knee LLM-read report labels,142.2 KB,2026-08-06T10:31:34.133Z,3058,16,1748,Pilkwang Kim,https://www.kaggle.com/datasets/pilkwang/rsna-knee-llm-labels,2026-09-08T04:19:40.416912
dreaddevelopment/knee-raptor-corpus-ext,"Knee MRI preprocessed slice stacks, part 2 of 2",4.2 GB,2026-08-21T23:14:46.213Z,801,23,1218,Dread Development,https://www.kaggle.com/datasets/dreaddevelopment/knee-raptor-corpus-ext,2026-09-08T04:19:40.416976
datasnaek/youtube-new,Trending YouTube Video Statistics,200.8 MB,2019-06-03T00:56:47.177Z,318368,6000,2215117,Mitchell J,https://www.kaggle.com/datasets/datasnaek/youtube-new,2026-09-08T04:19:40.417016
georgymamarin/kaggriculture-episodes,Kaggriculture Episodes,11.5 GB,2026-09-08T00:36:09.563Z,19453,61,2997,Georgy Mamarin,https://www.kaggle.com/datasets/georgymamarin/kaggriculture-episodes,2026-09-08T04:19:40.417055
dansbecker/powerlifting-database,powerlifting-database,8.8 MB,2019-04-30T21:07:41.000Z,34798,435,153349,DanB,https://www.kaggle.com/datasets/dansbecker/powerlifting-database,2026-09-08T04:19:40.417081
datasnaek/chess,Chess Game Dataset (Lichess),2.8 MB,2017-09-04T03:09:09.453Z,73888,1510,503159,Mitchell J,https://www.kaggle.com/datasets/datasnaek/chess,2026-09-08T04:19:40.417117
datascikhan/e-commerce-customer-segmentation-2026,E-Commerce Customer Segmentation 2026,4.0 MB,2026-08-27T08:36:03.017Z,571,28,2038,Shair Khan,https://www.kaggle.com/datasets/datascikhan/e-commerce-customer-segmentation-2026,2026-09-08T04:19:40.417154
jpmiller/publicassistance,US Public Food Assistance 1 - WIC,296.9 KB,2023-04-17T20:01:05.000Z,35138,525,153899,JohnM,https://www.kaggle.com/datasets/jpmiller/publicassistance,2026-09-08T04:19:40.417179
leofire123/indian-flight-delay-datasets,Indian Flight Delay Datasets,4.7 MB,2026-08-31T19:36:50.337Z,963,25,3235,Shaktikant Gupta 123,https://www.kaggle.com/datasets/leofire123/indian-flight-delay-datasets,2026-09-08T04:19:40.417207
debayank2024/house-price-prediction,House Price Prediction,145.3 KB,2026-07-31T17:01:46.000Z,4676,90,16550,Debayan Bandyopadhyay,https://www.kaggle.com/datasets/debayank2024/house-price-prediction,2026-09-08T04:19:40.417242
zynicide/wine-reviews,Wine Reviews,50.9 MB,2017-11-27T17:08:04.000Z,365311,3904,1504053,zackthoutt,https://www.kaggle.com/datasets/zynicide/wine-reviews,2026-09-08T04:19:40.417262
residentmario/ramen-ratings,Ramen Ratings,39.8 KB,2018-01-11T16:04:39.893Z,64370,1001,352376,Aleksey Bilogur,https://www.kaggle.com/datasets/residentmario/ramen-ratings,2026-09-08T04:19:40.417290
