ref,title,size,lastUpdated,downloadCount,voteCount,viewCount,ownerName,url,fetch_date
laveshjadon/ai-impact-on-students,Impact of Ai on Students,1.1 MB,2026-05-10T23:12:10.000Z,14330,340,55906,Nagi sisiro,https://www.kaggle.com/datasets/laveshjadon/ai-impact-on-students,2026-06-21T05:08:33.574291
mmumairkhattak/e-commerce-orders-dataset-2026-scra,E-commerce Orders Dataset 2026 | SCRA,1.7 MB,2026-06-11T06:56:56.000Z,1731,36,6057,Muhammad Umair,https://www.kaggle.com/datasets/mmumairkhattak/e-commerce-orders-dataset-2026-scra,2026-06-21T05:08:33.574341
rauffauzanrambe/fifa-world-cup-2026-player-performance-dataset,FIFA World Cup 2026 Player Performance Dataset,4.0 MB,2026-06-10T12:58:47.093Z,1944,44,7523,Ra'uf Fauzan Rambe,https://www.kaggle.com/datasets/rauffauzanrambe/fifa-world-cup-2026-player-performance-dataset,2026-06-21T05:08:33.574383
aiexplorer77/from-fuel-to-electric-the-ev-transition-dataset,From Fuel to Electric: The EV Transition Dataset,1.8 MB,2026-06-13T17:16:57.000Z,799,28,3000,Asper,https://www.kaggle.com/datasets/aiexplorer77/from-fuel-to-electric-the-ev-transition-dataset,2026-06-21T05:08:33.574423
cabcon/fifa-world-cup-2026-squad-lists-all-48-teams,FIFA World Cup 2026: Squad Lists (All 48 Teams),47.8 KB,2026-06-14T22:54:44.427Z,497,23,2008,CabCon,https://www.kaggle.com/datasets/cabcon/fifa-world-cup-2026-squad-lists-all-48-teams,2026-06-21T05:08:33.574455
sharmajicoder/used-car-price-prediction-dataset,Used Car Price Prediction Dataset,49.3 MB,2026-06-13T17:05:48.793Z,1352,31,4298,Stable Space,https://www.kaggle.com/datasets/sharmajicoder/used-car-price-prediction-dataset,2026-06-21T05:08:33.574534
nalisha/netflix-movies-and-tv-shows-data-analysis,Netflix Movies and TV Shows Data Analysis,1.7 MB,2026-05-28T11:58:01.000Z,3672,83,14316,Aleesha Nadeem,https://www.kaggle.com/datasets/nalisha/netflix-movies-and-tv-shows-data-analysis,2026-06-21T05:08:33.574586
nalisha/early-wakeup-health-and-lifestyle-dataset,🌅 Early Wakeup Health & Lifestyle Dataset,957.7 KB,2026-06-12T04:49:32.547Z,1060,30,4083,Aleesha Nadeem,https://www.kaggle.com/datasets/nalisha/early-wakeup-health-and-lifestyle-dataset,2026-06-21T05:08:33.574629
swaptr/fifa-wc-2026-players,FIFA World Cup 2026 Player Data,44.2 KB,2026-06-20T04:48:34.837Z,737,24,2920,Swapnil Tripathi,https://www.kaggle.com/datasets/swaptr/fifa-wc-2026-players,2026-06-21T05:08:33.574660
kulkarniparth09/fifa-world-cup-complete-dataset-19302026,FIFA World Cup Complete Dataset: 1930–2026,11.7 KB,2026-06-07T06:29:15.677Z,2552,56,8510,Parth,https://www.kaggle.com/datasets/kulkarniparth09/fifa-world-cup-complete-dataset-19302026,2026-06-21T05:08:33.574696
rupsarroy/rainfall-dataset-uttar-pradesh-20052025,"Rainfall Prediction Dataset (UP, India, 2005-2025)",18.1 MB,2026-06-15T06:51:25.377Z,595,26,2359,rupsa roy,https://www.kaggle.com/datasets/rupsarroy/rainfall-dataset-uttar-pradesh-20052025,2026-06-21T05:08:33.574736
sunil123kumar/social-media-impact-on-mental-health,Social_Media_Impact_on_Mental Health,15.8 KB,2026-06-10T08:30:07.557Z,1145,31,4105,sunil kumar,https://www.kaggle.com/datasets/sunil123kumar/social-media-impact-on-mental-health,2026-06-21T05:08:33.574776
swaptr/fifa-wc-2026-matches,FIFA World Cup 2026 Match Data,3.4 KB,2026-06-20T04:48:42.493Z,445,26,2557,Swapnil Tripathi,https://www.kaggle.com/datasets/swaptr/fifa-wc-2026-matches,2026-06-21T05:08:33.574806
muhammadwaqas023/ai-impact-in-future-on-jobs-market-in-2030,Ai Impact in future on jobs market in 2030,105.8 KB,2026-05-24T15:12:54.047Z,4224,89,15473,Muhammad Waqas,https://www.kaggle.com/datasets/muhammadwaqas023/ai-impact-in-future-on-jobs-market-in-2030,2026-06-21T05:08:33.574845
sridevilavanyacse/student-lifestyle-and-stress-prediction-dataset,Student Lifestyle and Stress Prediction Dataset,978.7 KB,2026-05-30T03:37:06.000Z,1440,34,5628,Sridevi,https://www.kaggle.com/datasets/sridevilavanyacse/student-lifestyle-and-stress-prediction-dataset,2026-06-21T05:08:33.574885
shreyashautomation/nifty500-companies-5-years-stock-market-data,Nifty500 companies 5 years stock market data,19.0 MB,2026-06-09T16:00:28.513Z,360,24,1693,Shreyash_Automation,https://www.kaggle.com/datasets/shreyashautomation/nifty500-companies-5-years-stock-market-data,2026-06-21T05:08:33.574925
rupsarroy/heatwave-dataset-rajasthan-india-2006-2025,"Heatwave Dataset (Rajasthan, India, 2006-2025)",1.3 MB,2026-06-18T08:37:30.717Z,342,25,1634,rupsa roy,https://www.kaggle.com/datasets/rupsarroy/heatwave-dataset-rajasthan-india-2006-2025,2026-06-21T05:08:33.574964
sergionefedov/global-football-transfer-market-2010-2026,Global Football Transfer Market 2010-2026,317.6 KB,2026-06-15T21:44:50.000Z,531,24,1869,Sergey Nefedov,https://www.kaggle.com/datasets/sergionefedov/global-football-transfer-market-2010-2026,2026-06-21T05:08:33.575000
muhammadmusharraf444/used-car-price-prediction-dataset,Used Car Price Prediction Dataset,11.9 KB,2026-06-11T19:44:23.573Z,1134,26,3988,Muhammad          Musharraf,https://www.kaggle.com/datasets/muhammadmusharraf444/used-car-price-prediction-dataset,2026-06-21T05:08:33.575037
shambhurajejagadale/student-performance-prediction-dataset,Student Performance Prediction Dataset,82.3 KB,2026-05-09T15:49:58.877Z,6442,144,25048,Shambhuraje Jagadale,https://www.kaggle.com/datasets/shambhurajejagadale/student-performance-prediction-dataset,2026-06-21T05:08:33.575073
