ref,title,size,lastUpdated,downloadCount,voteCount,viewCount,ownerName,url,fetch_date
debayank2024/netflix-movies-and-series,Netflix Movies and Series,1.3 MB,2026-07-27T09:40:46.527Z,4585,106,16466,Debayan Bandyopadhyay,https://www.kaggle.com/datasets/debayank2024/netflix-movies-and-series,2026-08-15T01:42:44.527850
harshadapatil31/student-performance-and-study-habits-dataset,Student Performance & Study Habits Dataset,14.7 KB,2026-07-06T06:28:52.743Z,10575,202,33802,Harshada Patil,https://www.kaggle.com/datasets/harshadapatil31/student-performance-and-study-habits-dataset,2026-08-15T01:42:44.527928
abbas829/ecommerce-sales-dataset,Ecommerce sales dataset,108.4 KB,2026-07-03T00:59:03.347Z,10764,182,33753,Tassawar Abbas,https://www.kaggle.com/datasets/abbas829/ecommerce-sales-dataset,2026-08-15T01:42:44.527971
srisyra02/netflix-movies,Netflix Movies and TV Shows,1.3 MB,2026-07-28T03:19:27.000Z,714,21,2783,Srimathy Sivanessan,https://www.kaggle.com/datasets/srisyra02/netflix-movies,2026-08-15T01:42:44.528013
shakhnoza12/gold-price-analysis-20002026,Gold Price Analysis (2000–2026),104.3 KB,2026-07-23T12:33:38.433Z,1213,29,4275,Shakhnoza12_,https://www.kaggle.com/datasets/shakhnoza12/gold-price-analysis-20002026,2026-08-15T01:42:44.528048
laxmikantaroy/fifa-world-cup-all-matches-19302026,FIFA World Cup All Matches (1930–2026),22.2 KB,2026-08-04T21:13:01.163Z,1286,33,4463,Laxmikanta Roy,https://www.kaggle.com/datasets/laxmikantaroy/fifa-world-cup-all-matches-19302026,2026-08-15T01:42:44.528087
saitejabandaruin/global-restaurant-delivery-intelligence,Global Restaurant & Food Delivery Intelligence,3.2 MB,2026-08-11T00:29:06.007Z,838,33,2894,Sai Teja Bandaru,https://www.kaggle.com/datasets/saitejabandaruin/global-restaurant-delivery-intelligence,2026-08-15T01:42:44.528126
srisyra02/spotify-music-artist-streaming-analytics,Spotify Music Artist Streaming Analytics,22.9 KB,2026-08-07T03:20:03.313Z,1246,24,4138,Srimathy Sivanessan,https://www.kaggle.com/datasets/srisyra02/spotify-music-artist-streaming-analytics,2026-08-15T01:42:44.528164
pilkwang/rsna-knee-llm-labels,RSNA Knee LLM-read report labels,142.2 KB,2026-08-06T10:31:34.133Z,1084,12,589,Pilkwang Kim,https://www.kaggle.com/datasets/pilkwang/rsna-knee-llm-labels,2026-08-15T01:42:44.528180
pandaa12/indonesia-airbnb-dataset-bandung-listings,Indonesia Airbnb Dataset: Bandung,60.5 KB,2026-08-09T18:38:01.793Z,457,21,1876,Luthfi Abdillah,https://www.kaggle.com/datasets/pandaa12/indonesia-airbnb-dataset-bandung-listings,2026-08-15T01:42:44.528219
saitejabandaruin/imdb-top-700-movies-2026-edition,🍿 IMDb Top 100 Movies Dataset (2026 Edition),38.0 KB,2026-08-07T21:26:57.000Z,239,23,845,Sai Teja Bandaru,https://www.kaggle.com/datasets/saitejabandaruin/imdb-top-700-movies-2026-edition,2026-08-15T01:42:44.528257
georgymamarin/kaggriculture-episodes,Kaggriculture Episodes,3.7 GB,2026-08-14T20:21:26.557Z,3796,39,1334,Georgy Mamarin,https://www.kaggle.com/datasets/georgymamarin/kaggriculture-episodes,2026-08-15T01:42:44.528298
jatinkhandelwal112/indian-e-commerce-sales-analytics-dataset,Indian E-Commerce Sales Analytics Dataset,10.5 MB,2026-08-05T12:05:25.157Z,787,23,2129,Jatin khandelwal112,https://www.kaggle.com/datasets/jatinkhandelwal112/indian-e-commerce-sales-analytics-dataset,2026-08-15T01:42:44.528337
saitejabandaruin/automated-pipeline-dataset-output,"""Global Tech & AI Startups Dataset (2020-2026)""",750.6 KB,2026-07-30T18:56:58.237Z,1249,43,4525,Sai Teja Bandaru,https://www.kaggle.com/datasets/saitejabandaruin/automated-pipeline-dataset-output,2026-08-15T01:42:44.528374
debayank2024/house-price-prediction,House Price Prediction,145.3 KB,2026-07-31T17:01:46.000Z,1094,27,3818,Debayan Bandyopadhyay,https://www.kaggle.com/datasets/debayank2024/house-price-prediction,2026-08-15T01:42:44.528412
stevenleehans/rsna-knee-llm-report-labels,RSNA Knee LLM Report Labels,416.0 KB,2026-08-09T06:16:43.867Z,833,22,1341,stevenleehans,https://www.kaggle.com/datasets/stevenleehans/rsna-knee-llm-report-labels,2026-08-15T01:42:44.528442
ravaghi/wellbore-geology-prediction-artifacts,Wellbore Geology Prediction | Artifacts,2.2 GB,2026-06-04T14:39:56.717Z,6036,19,4583,Mahdi Ravaghi,https://www.kaggle.com/datasets/ravaghi/wellbore-geology-prediction-artifacts,2026-08-15T01:42:44.528459
fleongg/rogii-claude-models-pub,rogii-claude-models-pub,9.7 MB,2026-06-07T19:21:25.000Z,2750,10,1808,fle3n,https://www.kaggle.com/datasets/fleongg/rogii-claude-models-pub,2026-08-15T01:42:44.528475
kylefengkfeng209/college-majors-2026-earnings-debt-jobs-ai,"College Majors 2026: Earnings, Debt, Jobs, AI",15.8 MB,2026-08-01T17:57:51.000Z,992,35,4072,Mind Lab,https://www.kaggle.com/datasets/kylefengkfeng209/college-majors-2026-earnings-debt-jobs-ai,2026-08-15T01:42:44.528510
razanihababdellatif/womens-e-commerce-clothing-reviews-and-sales,Women's E-Commerce Clothing Reviews & Sales,963.8 KB,2026-08-09T19:08:19.143Z,551,23,1837,Razan Ihab,https://www.kaggle.com/datasets/razanihababdellatif/womens-e-commerce-clothing-reviews-and-sales,2026-08-15T01:42:44.528545
