ref,title,size,lastUpdated,downloadCount,voteCount,viewCount,ownerName,url,fetch_date
rauffauzanrambe/fifa-world-cup-2026-player-performance-dataset,FIFA World Cup 2026 Player Performance Dataset,4.0 MB,2026-06-10T12:58:47.093Z,18311,440,70482,Ra'uf Fauzan Rambe,https://www.kaggle.com/datasets/rauffauzanrambe/fifa-world-cup-2026-player-performance-dataset,2026-07-25T03:29:40.213404
abbas829/ecommerce-sales-dataset,Ecommerce sales dataset,108.4 KB,2026-07-03T00:59:03.347Z,4601,76,14557,Tassawar Abbas,https://www.kaggle.com/datasets/abbas829/ecommerce-sales-dataset,2026-07-25T03:29:40.213453
ranaghulamnabi/automobile-market-dataset-vehicle-specification,Automobile Market Dataset: Vehicle Specification,122.5 KB,2026-07-16T05:55:25.000Z,1005,23,3588,Coding expert G.N,https://www.kaggle.com/datasets/ranaghulamnabi/automobile-market-dataset-vehicle-specification,2026-07-25T03:29:40.213496
harshadapatil31/student-performance-and-study-habits-dataset,Student Performance & Study Habits Dataset,14.7 KB,2026-07-06T06:28:52.743Z,2101,38,6692,Harshada Patil,https://www.kaggle.com/datasets/harshadapatil31/student-performance-and-study-habits-dataset,2026-07-25T03:29:40.213535
dreamtensor/social-media-sentiment-analysisai-trend-2026,Social Media Sentiment Analysis: AI Trends 2026,109.8 KB,2026-07-11T17:56:27.943Z,847,23,3674,Mubeen,https://www.kaggle.com/datasets/dreamtensor/social-media-sentiment-analysisai-trend-2026,2026-07-25T03:29:40.213571
uditjain13/credit-card-fraud-detection-2026,Credit Card Fraud Detection 2026,649.6 KB,2026-07-16T19:17:54.000Z,1108,26,3862,Udit Jain,https://www.kaggle.com/datasets/uditjain13/credit-card-fraud-detection-2026,2026-07-25T03:29:40.213610
divaadelia/superstore-sales-data,Superstore Sales Data,4.2 MB,2026-07-19T10:29:25.000Z,1087,31,3509,Diva Adelia,https://www.kaggle.com/datasets/divaadelia/superstore-sales-data,2026-07-25T03:29:40.213649
uditjain13/heart-disease-risk-2026,Heart Disease Risk 2026,343.5 KB,2026-07-16T19:18:02.423Z,997,30,3122,Udit Jain,https://www.kaggle.com/datasets/uditjain13/heart-disease-risk-2026,2026-07-25T03:29:40.213689
deeplumiere/automobile-market-analytics-dataset,Automobile Market Analytics Dataset,122.5 KB,2026-07-14T07:35:20.707Z,1336,36,4874,DeepLumiere,https://www.kaggle.com/datasets/deeplumiere/automobile-market-analytics-dataset,2026-07-25T03:29:40.213720
pilkwang/biohub-tracking-support-pack-50ep-v1,Biohub Tracking Support Pack,333.3 MB,2026-07-08T22:42:12.497Z,4441,20,1485,Pilkwang Kim,https://www.kaggle.com/datasets/pilkwang/biohub-tracking-support-pack-50ep-v1,2026-07-25T03:29:40.213742
razanihababdellatif/bank-marketing-and-customer-behavior-dataset,Bank Marketing & Customer Behavior Dataset,478.2 KB,2026-07-15T14:10:37.447Z,1109,30,4540,Razan Ihab,https://www.kaggle.com/datasets/razanihababdellatif/bank-marketing-and-customer-behavior-dataset,2026-07-25T03:29:40.213780
harpartapsingh13/social-media-addiction-and-mental-wellbeing-dataset,Social Media Addiction & Mental Wellbeing Dataset,55.1 KB,2026-07-11T11:50:39.627Z,1035,22,3183,Harpartap Singh,https://www.kaggle.com/datasets/harpartapsingh13/social-media-addiction-and-mental-wellbeing-dataset,2026-07-25T03:29:40.213806
ashyou09/global-budget-allocation-dataset-19362026,Global Budget Allocation Dataset (1936–2026) 🌎,288.1 KB,2026-07-11T08:11:16.587Z,2825,47,4902,Ashutosh Singh,https://www.kaggle.com/datasets/ashyou09/global-budget-allocation-dataset-19362026,2026-07-25T03:29:40.213847
mahmoudshaheen1134/oil-sales-dataset,Oil Sales Dataset,50.7 KB,2026-06-29T09:54:38.373Z,977,21,3659,Mahmoud Shaheen,https://www.kaggle.com/datasets/mahmoudshaheen1134/oil-sales-dataset,2026-07-25T03:29:40.213886
ashyou09/apple-products-pricing-dataset-2020-2026,Apple Products Pricing Dataset (2020-2026)🍎,1.5 MB,2026-07-04T16:06:56.000Z,2816,52,8974,Ashutosh Singh,https://www.kaggle.com/datasets/ashyou09/apple-products-pricing-dataset-2020-2026,2026-07-25T03:29:40.213924
sunil123kumar/netflix-movies-and-tv-shows-dataset,Netflix Movies and TV Shows  Dataset,1.3 MB,2026-07-06T02:57:00.363Z,1631,34,5901,sunil kumar,https://www.kaggle.com/datasets/sunil123kumar/netflix-movies-and-tv-shows-dataset,2026-07-25T03:29:40.213963
zynicide/wine-reviews,Wine Reviews,50.9 MB,2017-11-27T17:08:04.000Z,363175,3890,1498165,zackthoutt,https://www.kaggle.com/datasets/zynicide/wine-reviews,2026-07-25T03:29:40.213985
rtatman/188-million-us-wildfires,1.88 Million US Wildfires,168.1 MB,2020-05-12T21:03:49.213Z,51069,1447,446409,Rachael Tatman,https://www.kaggle.com/datasets/rtatman/188-million-us-wildfires,2026-07-25T03:29:40.214008
nasa/kepler-exoplanet-search-results,Kepler Exoplanet Search Results,1.2 MB,2017-10-10T18:26:59.497Z,29641,872,219997,NASA,https://www.kaggle.com/datasets/nasa/kepler-exoplanet-search-results,2026-07-25T03:29:40.214040
datasnaek/chess,Chess Game Dataset (Lichess),2.8 MB,2017-09-04T03:09:09.453Z,72826,1498,498250,Mitchell J,https://www.kaggle.com/datasets/datasnaek/chess,2026-07-25T03:29:40.214073
