ref,title,size,lastUpdated,downloadCount,voteCount,viewCount,ownerName,url,fetch_date
laveshjadon/ai-impact-on-students,Impact of Ai on Students,1.1 MB,2026-05-10T23:12:10.000Z,13960,331,54505,Nagi sisiro,https://www.kaggle.com/datasets/laveshjadon/ai-impact-on-students,2026-06-20T04:24:37.394659
rauffauzanrambe/fifa-world-cup-2026-player-performance-dataset,FIFA World Cup 2026 Player Performance Dataset,4.0 MB,2026-06-10T12:58:47.093Z,1799,38,7001,Ra'uf Fauzan Rambe,https://www.kaggle.com/datasets/rauffauzanrambe/fifa-world-cup-2026-player-performance-dataset,2026-06-20T04:24:37.394712
aiexplorer77/from-fuel-to-electric-the-ev-transition-dataset,From Fuel to Electric: The EV Transition Dataset,1.8 MB,2026-06-13T17:16:57.000Z,765,28,2852,Asper,https://www.kaggle.com/datasets/aiexplorer77/from-fuel-to-electric-the-ev-transition-dataset,2026-06-20T04:24:37.394754
cabcon/fifa-world-cup-2026-squad-lists-all-48-teams,FIFA World Cup 2026: Squad Lists (All 48 Teams),47.8 KB,2026-06-14T22:54:44.427Z,482,23,1952,CabCon,https://www.kaggle.com/datasets/cabcon/fifa-world-cup-2026-squad-lists-all-48-teams,2026-06-20T04:24:37.394786
mmumairkhattak/e-commerce-orders-dataset-2026-scra,E-commerce Orders Dataset 2026 | SCRA,1.7 MB,2026-06-11T06:56:56.000Z,1623,33,5575,Muhammad Umair,https://www.kaggle.com/datasets/mmumairkhattak/e-commerce-orders-dataset-2026-scra,2026-06-20T04:24:37.394826
sharmajicoder/used-car-price-prediction-dataset,Used Car Price Prediction Dataset,49.3 MB,2026-06-13T17:05:48.793Z,1253,31,4037,Stable Space,https://www.kaggle.com/datasets/sharmajicoder/used-car-price-prediction-dataset,2026-06-20T04:24:37.394865
nalisha/netflix-movies-and-tv-shows-data-analysis,Netflix Movies and TV Shows Data Analysis,1.7 MB,2026-05-28T11:58:01.000Z,3551,83,13869,Aleesha Nadeem,https://www.kaggle.com/datasets/nalisha/netflix-movies-and-tv-shows-data-analysis,2026-06-20T04:24:37.394904
nalisha/early-wakeup-health-and-lifestyle-dataset,🌅 Early Wakeup Health & Lifestyle Dataset,957.7 KB,2026-06-12T04:49:32.547Z,1037,28,3945,Aleesha Nadeem,https://www.kaggle.com/datasets/nalisha/early-wakeup-health-and-lifestyle-dataset,2026-06-20T04:24:37.394944
kulkarniparth09/fifa-world-cup-complete-dataset-19302026,FIFA World Cup Complete Dataset: 1930–2026,11.7 KB,2026-06-07T06:29:15.677Z,2498,56,8291,Parth,https://www.kaggle.com/datasets/kulkarniparth09/fifa-world-cup-complete-dataset-19302026,2026-06-20T04:24:37.394979
muhammadmusharraf444/used-car-price-prediction-dataset,Used Car Price Prediction Dataset,11.9 KB,2026-06-11T19:44:23.573Z,1115,25,3917,Muhammad          Musharraf,https://www.kaggle.com/datasets/muhammadmusharraf444/used-car-price-prediction-dataset,2026-06-20T04:24:37.395017
sunil123kumar/social-media-impact-on-mental-health,Social_Media_Impact_on_Mental Health,15.8 KB,2026-06-10T08:30:07.557Z,1079,31,3872,sunil kumar,https://www.kaggle.com/datasets/sunil123kumar/social-media-impact-on-mental-health,2026-06-20T04:24:37.395056
ashyou09/india-cancer-patient-dataset-2022-2025,India Cancer Patient Dataset (2022-2025),1.4 MB,2026-06-11T18:03:58.327Z,652,24,2332,Ashutosh Singh,https://www.kaggle.com/datasets/ashyou09/india-cancer-patient-dataset-2022-2025,2026-06-20T04:24:37.395094
rupsarroy/rainfall-dataset-uttar-pradesh-20052025,"Rainfall Prediction Dataset (UP, India, 2005-2025)",18.1 MB,2026-06-15T06:51:25.377Z,575,26,2301,rupsa roy,https://www.kaggle.com/datasets/rupsarroy/rainfall-dataset-uttar-pradesh-20052025,2026-06-20T04:24:37.395132
sridevilavanyacse/student-lifestyle-and-stress-prediction-dataset,Student Lifestyle and Stress Prediction Dataset,978.7 KB,2026-05-30T03:37:06.000Z,1376,33,5374,Sridevi,https://www.kaggle.com/datasets/sridevilavanyacse/student-lifestyle-and-stress-prediction-dataset,2026-06-20T04:24:37.395170
muhammadwaqas023/ai-impact-in-future-on-jobs-market-in-2030,Ai Impact in future on jobs market in 2030,105.8 KB,2026-05-24T15:12:54.047Z,4166,88,15256,Muhammad Waqas,https://www.kaggle.com/datasets/muhammadwaqas023/ai-impact-in-future-on-jobs-market-in-2030,2026-06-20T04:24:37.395208
swaptr/fifa-wc-2026-matches,FIFA World Cup 2026 Match Data,3.2 KB,2026-06-19T12:14:58.943Z,413,25,2376,Swapnil Tripathi,https://www.kaggle.com/datasets/swaptr/fifa-wc-2026-matches,2026-06-20T04:24:37.395239
shreyashautomation/nifty500-companies-5-years-stock-market-data,Nifty500 companies 5 years stock market data,19.0 MB,2026-06-09T16:00:28.513Z,298,21,1418,Shreyash_Automation,https://www.kaggle.com/datasets/shreyashautomation/nifty500-companies-5-years-stock-market-data,2026-06-20T04:24:37.395275
anujsaha0123456789/e-commerce-product-intelligence-dataset,E-Commerce Product Intelligence Dataset,7.2 MB,2026-06-07T17:56:36.823Z,1691,43,6739,Anuj Saha,https://www.kaggle.com/datasets/anujsaha0123456789/e-commerce-product-intelligence-dataset,2026-06-20T04:24:37.395327
shambhurajejagadale/student-performance-prediction-dataset,Student Performance Prediction Dataset,82.3 KB,2026-05-09T15:49:58.877Z,6359,141,24734,Shambhuraje Jagadale,https://www.kaggle.com/datasets/shambhurajejagadale/student-performance-prediction-dataset,2026-06-20T04:24:37.395365
shivasingh4945/student-social-media-and-mental-health-impact,Student Social Media & Mental Health Impact,67.1 KB,2026-06-04T14:31:28.733Z,1544,41,5371,Shiva Singh,https://www.kaggle.com/datasets/shivasingh4945/student-social-media-and-mental-health-impact,2026-06-20T04:24:37.395401
