ref,title,size,lastUpdated,downloadCount,voteCount,viewCount,ownerName,url,fetch_date
laveshjadon/ai-impact-on-students,Impact of Ai on Students,1.1 MB,2026-05-10T23:12:10.000Z,17140,397,66165,Nagi sisiro,https://www.kaggle.com/datasets/laveshjadon/ai-impact-on-students,2026-06-26T04:23:14.789702
rauffauzanrambe/fifa-world-cup-2026-player-performance-dataset,FIFA World Cup 2026 Player Performance Dataset,4.0 MB,2026-06-10T12:58:47.093Z,3646,76,14346,Ra'uf Fauzan Rambe,https://www.kaggle.com/datasets/rauffauzanrambe/fifa-world-cup-2026-player-performance-dataset,2026-06-26T04:23:14.789751
sharmajicoder/used-car-price-prediction-dataset,Used Car Price Prediction Dataset,49.3 MB,2026-06-13T17:05:48.793Z,2227,42,7312,Stable Space,https://www.kaggle.com/datasets/sharmajicoder/used-car-price-prediction-dataset,2026-06-26T04:23:14.789794
mmumairkhattak/e-commerce-orders-dataset-2026-scra,E-commerce Orders Dataset 2026 | SCRA,1.7 MB,2026-06-11T06:56:56.000Z,2277,45,8077,Muhammad Umair,https://www.kaggle.com/datasets/mmumairkhattak/e-commerce-orders-dataset-2026-scra,2026-06-26T04:23:14.789835
nalisha/netflix-movies-and-tv-shows-data-analysis,Netflix Movies and TV Shows Data Analysis,1.7 MB,2026-05-28T11:58:01.000Z,4430,93,17054,Aleesha Nadeem,https://www.kaggle.com/datasets/nalisha/netflix-movies-and-tv-shows-data-analysis,2026-06-26T04:23:14.789875
mominullptr/fifa-world-cup-2026-dataset,FIFA World Cup 2026 - Live Results & Updated Stats,65.9 KB,2026-06-25T16:43:27.000Z,1149,40,5065,Mominul Islam,https://www.kaggle.com/datasets/mominullptr/fifa-world-cup-2026-dataset,2026-06-26T04:23:14.789910
sunil123kumar/social-media-impact-on-mental-health,Social_Media_Impact_on_Mental Health,15.8 KB,2026-06-10T08:30:07.557Z,1729,42,5994,sunil kumar,https://www.kaggle.com/datasets/sunil123kumar/social-media-impact-on-mental-health,2026-06-26T04:23:14.789949
lalit7881/comprehensive-car-market-analysis,Comprehensive Car Market Analysis,743.9 KB,2026-06-16T05:48:24.653Z,667,19,2792,Lalit sonawane,https://www.kaggle.com/datasets/lalit7881/comprehensive-car-market-analysis,2026-06-26T04:23:14.789989
swaptr/fifa-wc-2026-players,FIFA World Cup 2026 Player Data,55.5 KB,2026-06-25T19:01:56.673Z,1182,35,4490,Swapnil Tripathi,https://www.kaggle.com/datasets/swaptr/fifa-wc-2026-players,2026-06-26T04:23:14.790020
raviiyadavv/house-price-predecition,House_Price_Predecition,19.6 KB,2026-06-15T15:37:47.657Z,1220,24,4301,RaviiYadav,https://www.kaggle.com/datasets/raviiyadavv/house-price-predecition,2026-06-26T04:23:14.790059
velvetcrystal/fifa-world-cup-2026-complete-tournament-statistics,FIFA World Cup 2026 Complete Tournament Statistics,126.2 KB,2026-06-20T09:51:39.000Z,538,34,2200,Vanshika Yadav,https://www.kaggle.com/datasets/velvetcrystal/fifa-world-cup-2026-complete-tournament-statistics,2026-06-26T04:23:14.790094
rupsarroy/heatwave-dataset-rajasthan-india-2006-2025,"Heatwave Dataset (Rajasthan, India, 2006-2025)",1.3 MB,2026-06-18T08:37:30.717Z,401,27,1934,rupsa roy,https://www.kaggle.com/datasets/rupsarroy/heatwave-dataset-rajasthan-india-2006-2025,2026-06-26T04:23:14.790133
cabcon/fifa-world-cup-2026-squad-lists-all-48-teams,FIFA World Cup 2026: Squad Lists (All 48 Teams),47.8 KB,2026-06-14T22:54:44.427Z,558,27,2261,CabCon,https://www.kaggle.com/datasets/cabcon/fifa-world-cup-2026-squad-lists-all-48-teams,2026-06-26T04:23:14.790163
kulkarniparth09/fifa-world-cup-complete-dataset-19302026,FIFA World Cup Complete Dataset: 1930–2026,11.7 KB,2026-06-07T06:29:15.677Z,2818,59,9570,Parth,https://www.kaggle.com/datasets/kulkarniparth09/fifa-world-cup-complete-dataset-19302026,2026-06-26T04:23:14.790197
datasnaek/youtube-new,Trending YouTube Video Statistics,200.8 MB,2019-06-03T00:56:47.177Z,307768,5946,2196568,Mitchell J,https://www.kaggle.com/datasets/datasnaek/youtube-new,2026-06-26T04:23:14.790236
zynicide/wine-reviews,Wine Reviews,50.9 MB,2017-11-27T17:08:04.000Z,355493,3877,1493700,zackthoutt,https://www.kaggle.com/datasets/zynicide/wine-reviews,2026-06-26T04:23:14.790259
nasa/kepler-exoplanet-search-results,Kepler Exoplanet Search Results,1.2 MB,2017-10-10T18:26:59.497Z,23437,865,218520,NASA,https://www.kaggle.com/datasets/nasa/kepler-exoplanet-search-results,2026-06-26T04:23:14.790312
datasnaek/chess,Chess Game Dataset (Lichess),2.8 MB,2017-09-04T03:09:09.453Z,66151,1491,494834,Mitchell J,https://www.kaggle.com/datasets/datasnaek/chess,2026-06-26T04:23:14.790348
rtatman/188-million-us-wildfires,1.88 Million US Wildfires,168.1 MB,2020-05-12T21:03:49.213Z,44775,1440,444279,Rachael Tatman,https://www.kaggle.com/datasets/rtatman/188-million-us-wildfires,2026-06-26T04:23:14.790369
nolanbconaway/pitchfork-data,"18,393 Pitchfork Reviews",33.3 MB,2017-01-13T04:18:10.113Z,18162,463,108840,Nolan Conaway,https://www.kaggle.com/datasets/nolanbconaway/pitchfork-data,2026-06-26T04:23:14.790393
