ref,title,size,lastUpdated,downloadCount,voteCount,viewCount,ownerName,url,fetch_date
harshadapatil31/student-performance-and-study-habits-dataset,Student Performance & Study Habits Dataset,14.7 KB,2026-07-06T06:28:52.743Z,4280,64,13507,Harshada Patil,https://www.kaggle.com/datasets/harshadapatil31/student-performance-and-study-habits-dataset,2026-07-31T03:40:57.463621
rishavsvault/most-streamed-artists-on-spotify,Most Streamed Artists on Spotify,36.7 KB,2026-07-24T16:55:05.213Z,2112,42,6812,Rishav,https://www.kaggle.com/datasets/rishavsvault/most-streamed-artists-on-spotify,2026-07-31T03:40:57.463678
abbas829/ecommerce-sales-dataset,Ecommerce sales dataset,108.4 KB,2026-07-03T00:59:03.347Z,6249,107,19577,Tassawar Abbas,https://www.kaggle.com/datasets/abbas829/ecommerce-sales-dataset,2026-07-31T03:40:57.463709
rauffauzanrambe/fifa-world-cup-2026-player-performance-dataset,FIFA World Cup 2026 Player Performance Dataset,4.0 MB,2026-06-10T12:58:47.093Z,21424,525,81651,Ra'uf Fauzan Rambe,https://www.kaggle.com/datasets/rauffauzanrambe/fifa-world-cup-2026-player-performance-dataset,2026-07-31T03:40:57.463738
troubador/2026-world-cup-player-statistics,World Cup Player Statistics,105.7 KB,2026-07-29T18:24:36.787Z,730,22,2836,Rohan Prashanth,https://www.kaggle.com/datasets/troubador/2026-world-cup-player-statistics,2026-07-31T03:40:57.463754
vivekmali1436/banking-transactions-dataset,Banking Transactions Dataset,89.4 MB,2026-07-17T13:38:51.717Z,1974,32,5336,Vivek Mali 1436,https://www.kaggle.com/datasets/vivekmali1436/banking-transactions-dataset,2026-07-31T03:40:57.463778
dreamtensor/social-media-sentiment-analysisai-trend-2026,Social Media Sentiment Analysis: AI Trends 2026,109.8 KB,2026-07-11T17:56:27.943Z,1416,32,5800,Mubeen,https://www.kaggle.com/datasets/dreamtensor/social-media-sentiment-analysisai-trend-2026,2026-07-31T03:40:57.463803
uditjain13/heart-disease-risk-2026,Heart Disease Risk 2026,343.5 KB,2026-07-16T19:18:02.423Z,1538,43,4931,Udit Jain,https://www.kaggle.com/datasets/uditjain13/heart-disease-risk-2026,2026-07-31T03:40:57.463832
ranaghulamnabi/automobile-market-dataset-vehicle-specification,Automobile Market Dataset: Vehicle Specification,122.5 KB,2026-07-16T05:55:25.000Z,1394,28,4941,Coding expert G.N,https://www.kaggle.com/datasets/ranaghulamnabi/automobile-market-dataset-vehicle-specification,2026-07-31T03:40:57.463861
uditjain13/credit-card-fraud-detection-2026,Credit Card Fraud Detection 2026,649.6 KB,2026-07-16T19:17:54.000Z,1667,30,5826,Udit Jain,https://www.kaggle.com/datasets/uditjain13/credit-card-fraud-detection-2026,2026-07-31T03:40:57.463892
zynicide/wine-reviews,Wine Reviews,50.9 MB,2017-11-27T17:08:04.000Z,363438,3892,1499052,zackthoutt,https://www.kaggle.com/datasets/zynicide/wine-reviews,2026-07-31T03:40:57.463909
datasnaek/chess,Chess Game Dataset (Lichess),2.8 MB,2017-09-04T03:09:09.453Z,73021,1498,499174,Mitchell J,https://www.kaggle.com/datasets/datasnaek/chess,2026-07-31T03:40:57.463936
dansbecker/powerlifting-database,powerlifting-database,8.8 MB,2019-04-30T21:07:41.000Z,34079,425,150111,DanB,https://www.kaggle.com/datasets/dansbecker/powerlifting-database,2026-07-31T03:40:57.463955
jpmiller/publicassistance,US Public Food Assistance 1 - WIC,296.9 KB,2023-04-17T20:01:05.000Z,33874,520,153118,JohnM,https://www.kaggle.com/datasets/jpmiller/publicassistance,2026-07-31T03:40:57.463974
kylefengkfeng209/screen-time-vs-mental-health-ml-ready,Screen Time vs Mental Health (ML-Ready),109.5 KB,2026-07-23T19:38:02.563Z,641,23,2668,Mind Lab,https://www.kaggle.com/datasets/kylefengkfeng209/screen-time-vs-mental-health-ml-ready,2026-07-31T03:40:57.464003
datasnaek/youtube-new,Trending YouTube Video Statistics,200.8 MB,2019-06-03T00:56:47.177Z,315936,5965,2205152,Mitchell J,https://www.kaggle.com/datasets/datasnaek/youtube-new,2026-07-31T03:40:57.464032
ashyou09/global-ai-usage-and-productivity,Global AI Usage & Productivity 🤖,302.6 KB,2026-07-10T02:57:16.943Z,773,26,2864,Ashutosh Singh,https://www.kaggle.com/datasets/ashyou09/global-ai-usage-and-productivity,2026-07-31T03:40:57.464062
ravaghi/wellbore-geology-prediction-artifacts,Wellbore Geology Prediction | Artifacts,2.2 GB,2026-06-04T14:39:56.717Z,5260,17,4075,Mahdi Ravaghi,https://www.kaggle.com/datasets/ravaghi/wellbore-geology-prediction-artifacts,2026-07-31T03:40:57.464075
residentmario/ramen-ratings,Ramen Ratings,39.8 KB,2018-01-11T16:04:39.893Z,63647,996,349821,Aleksey Bilogur,https://www.kaggle.com/datasets/residentmario/ramen-ratings,2026-07-31T03:40:57.464098
rtatman/188-million-us-wildfires,1.88 Million US Wildfires,168.1 MB,2020-05-12T21:03:49.213Z,51153,1449,446836,Rachael Tatman,https://www.kaggle.com/datasets/rtatman/188-million-us-wildfires,2026-07-31T03:40:57.464114
